rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_target,system,disk_published,p_thick_published,has_measured_velocity,disk,P_thick,paper_category_target,pre_visual_category_count,category_excess_before_visual_qc,paper_membership_status,berger_mass,berger_teff,berger_logg,berger_feh,berger_rad,rho_log,rho_log_upper,rho_log_lower,berger_age,berger2018_teff,berger2018_rad,berger2018_evol,berger2018_bin,archive_result_target_available,cloud_result_target_available,any_result_target_available,preferred_result_source,posterior_file,posterior_source,transit_fit_source,impact_mode,qc_primary_exclude,qc_reasons,posterior_status
3169,6462863,K00094.02,Kepler-89 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.423677439,7.173e-06,-7.173e-06,138.009041,0.000584,-0.000584,2454971.009,0.000584,-0.000584,0.0,,,,,,0.005,0.299,-0.005,5.2257,0.021,-0.021,,,,777.3,4.1,-4.1,0.025563,0.000305,-4.6e-05,0.66594,0.00938,-0.1087,LS+MCMC,3.72,0.67,-0.56,0.0967,,,89.98,,,1012.0,,,247.48,124.16,-83.6,15.639,0.22,-0.22,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.305,0.3201,q1_q17_dr25_koi,24.24831,136.5389,204.4,4,57.0,3.0,q1_q17_dr25_tce,10011001100110011000000000000000,0.5822,Mandel and Agol (2002 ApJ 580 171),,,006/006462/006462863/dv/kplr006462863-20160209194854_dvr.pdf,006/006462/006462863/dv/kplr006462863-003-20160209194854_dvs.pdf,6181.0,111.0,-135.0,4.234,0.143,-0.117,-0.02,0.15,-0.15,1.331,0.243,-0.199,1.106,0.116,-0.074,,,,q1_q17_dr25_stellar,297.33307,41.891121,12.205,12.551,12.186,12.057,12.039,11.218,10.957,10.926,0.0,19.8222088,1.8e-06,41.891175,1.6e-05,0.193,0.073,0.198,0.057,0.000144,5.8e-05,-0.000132,4.8e-05,0.097,0.098,-0.05,0.25,0.11,0.12,0.245,0.096,0.12,0.19,0.27,0.14,K00094,multi,thin,0.1353,True,thin,0.1353,862,883,21,candidate_in_category_with_unpublished_final_rejections,1.339,6837.1,4.316,-0.048,1.33,-0.248,-1.507,-1.504,0.43,6181.0,1.383,0.0,0.0,False,False,False,missing,,,,,True,original_archive:ALDERAAN results file not found;cloud_missing:ALDERAAN results file not found,missing_after_uniform_assembly
3098,6462863,K00094.01,Kepler-89 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.994,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,22.342964828,3.404e-06,-3.404e-06,132.741641,0.000128,-0.000128,2454965.742,0.000128,-0.000128,0.0,,,,,,0.031,0.045,-0.031,6.66405,0.0039,-0.0039,,,,5612.8,5.3,-5.3,0.068705,5.7e-05,-3.6e-05,0.77681,0.0034,-0.00811,LS+MCMC,9.99,1.82,-1.5,0.1607,,,89.93,,,785.0,,,89.61,44.96,-30.27,27.368,0.12,-0.12,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.305,0.3201,q1_q17_dr25_koi,174.54733,702.9733,1118.9,4,30.0,1.0,q1_q17_dr25_tce,10011001100110011000000000000000,0.0066,Mandel and Agol (2002 ApJ 580 171),,,006/006462/006462863/dv/kplr006462863-20160209194854_dvr.pdf,006/006462/006462863/dv/kplr006462863-001-20160209194854_dvs.pdf,6181.0,111.0,-135.0,4.234,0.143,-0.117,-0.02,0.15,-0.15,1.331,0.243,-0.199,1.106,0.116,-0.074,,,,q1_q17_dr25_stellar,297.33307,41.891121,12.205,12.551,12.186,12.057,12.039,11.218,10.957,10.926,0.0,19.82220736,3.4e-07,41.8911423,3e-06,0.135,0.014,0.08,0.011,0.00137,0.00016,-0.00029,0.0002,-0.078,0.075,0.011,0.073,0.078,0.073,0.102,0.075,0.185,0.076,0.211,0.076,K00094,multi,thin,0.1353,True,thin,0.1353,862,883,21,candidate_in_category_with_unpublished_final_rejections,1.339,6837.1,4.316,-0.048,1.33,-0.248,-1.507,-1.504,0.43,6181.0,1.383,0.0,0.0,False,False,False,missing,,,,,True,original_archive:ALDERAAN results file not found;cloud_missing:ALDERAAN results file not found,missing_after_uniform_assembly
3194,6462863,K00094.03,Kepler-89 e,CONFIRMED,Done,2018-08-16,CANDIDATE,0.953,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,54.31996151,3.391e-05,-3.391e-05,161.239869,0.000503,-0.000503,2454994.24,0.000503,-0.000503,0.0,,,,,,0.497,0.005,-0.357,8.5858,0.0243,-0.0243,,,,1975.0,7.2,-7.2,0.041779,0.000108,-0.000932,0.55625,0.21602,-0.00357,LS+MCMC,6.07,1.11,-0.91,0.2906,,,89.36,,,584.0,,,27.4,13.75,-9.25,44.3,17.2,-17.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.305,0.3201,q1_q17_dr25_koi,61.653397,162.07628,291.3,4,11.0,2.0,q1_q17_dr25_tce,10011001100110011000000000000000,0.3868,Mandel and Agol (2002 ApJ 580 171),,,006/006462/006462863/dv/kplr006462863-20160209194854_dvr.pdf,006/006462/006462863/dv/kplr006462863-002-20160209194854_dvs.pdf,6181.0,111.0,-135.0,4.234,0.143,-0.117,-0.02,0.15,-0.15,1.331,0.243,-0.199,1.106,0.116,-0.074,,,,q1_q17_dr25_stellar,297.33307,41.891121,12.205,12.551,12.186,12.057,12.039,11.218,10.957,10.926,0.002,19.8222095,1.5e-06,41.891134,1.2e-05,0.221,0.06,0.052,0.045,0.00031,0.00014,-4e-05,0.00013,-0.15,0.13,-0.05,0.14,0.16,0.15,0.02,0.15,-0.07,0.18,0.08,0.18,K00094,multi,thin,0.1353,True,thin,0.1353,862,883,21,candidate_in_category_with_unpublished_final_rejections,1.339,6837.1,4.316,-0.048,1.33,-0.248,-1.507,-1.504,0.43,6181.0,1.383,0.0,0.0,False,False,False,missing,,,,,True,original_archive:ALDERAAN results file not found;cloud_missing:ALDERAAN results file not found,missing_after_uniform_assembly
3186,5544450,K03226.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.995,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.93650854,8.196e-05,-8.196e-05,133.98309,0.00948,-0.00948,2454966.983,0.00948,-0.00948,0.0,,,,,,0.331,0.131,-0.331,3.674,0.27,-0.27,,,,88.7,8.9,-8.9,0.008773,0.000482,-0.000551,1.02361,0.34111,-0.50242,LS+MCMC,1.51,0.28,-0.21,0.0786,,,88.62,,,1305.0,,,687.21,322.55,-203.54,13.76,4.6,-4.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3132,0.2951,q1_q17_dr25_koi,3.2453425,8.556,11.3,2,143.0,2.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.5636,Mandel and Agol (2002 ApJ 580 171),,,005/005544/005544450/dv/kplr005544450-20160209194854_dvr.pdf,005/005544/005544450/dv/kplr005544450-002-20160209194854_dvs.pdf,6615.0,65.0,-92.0,4.173,0.108,-0.132,0.04,0.15,-0.2,1.574,0.297,-0.216,1.343,0.111,-0.1,,,,q1_q17_dr25_stellar,294.89734,40.798168,12.209,12.422,12.139,12.096,12.097,11.364,11.123,11.126,0.002,19.659818,1e-05,40.798041,9.9e-05,-0.18,0.42,-0.46,0.36,3e-05,3.7e-05,5.5e-05,3.1e-05,0.0,0.24,-0.17,0.35,0.17,0.34,0.02,0.22,-0.15,0.35,0.15,0.36,K03226,multi,thin,0.0642,True,thin,0.0642,862,883,21,candidate_in_category_with_unpublished_final_rejections,1.375,6787.7,4.248,0.041,1.457,-0.355,-1.438,-1.438,0.97,6604.0,1.486,0.0,0.0,False,False,False,missing,,,,,True,original_archive:ALDERAAN results file not found;cloud_missing:ALDERAAN results file not found,missing_after_uniform_assembly
2136,3861595,K00004.01,Kepler-1658 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---PLANET_OCCULT_DV---MOD_SEC_ALT---PLANET_OCCULT_ALT---HAS_SEC_TCE---CENT_SATURATED,3.849371737,2.344e-06,-2.344e-06,157.526686,0.000488,-0.000488,2454990.527,0.000488,-0.000488,0.0,,,,,,0.915,0.02,-0.056,2.632,0.106,-0.106,,,,1298.6,13.0,-13.0,0.039601,0.000521,-0.002214,0.22463,0.17327,-0.08789,LS+MCMC,12.94,1.8,-4.2,0.0548,,,80.61,,,2034.0,,,4055.29,1643.78,-2336.51,5.6,2.2,-2.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3033,0.3133,q1_q17_dr25_koi,26.059868,235.59987,132.7,1,276.0,1.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.057,Mandel and Agol (2002 ApJ 580 171),,,003/003861/003861595/dv/kplr003861595-20160209194854_dvr.pdf,003/003861/003861595/dv/kplr003861595-001-20160209194854_dvs.pdf,6244.0,126.0,-114.0,3.657,0.27,-0.09,-0.16,0.2,-0.15,2.992,0.416,-0.971,1.482,0.131,-0.261,,,,q1_q17_dr25_stellar,294.35654,38.94738,11.432,11.755,11.354,11.294,11.305,10.475,10.266,10.195,0.0,19.62376866,4.5e-07,38.9473404,5.4e-06,-0.056,0.019,-0.143,0.019,0.00019,3.4e-05,0.000122,3.9e-05,-0.073,0.069,-0.032,0.074,0.08,0.069,-0.049,0.073,-0.077,0.076,0.091,0.075,K00004,single,thin,0.0475,True,thin,0.0475,1121,1121,0,category_count_exact_before_visual_qc,1.781,6776.0,3.716,-0.076,3.049,-1.21,-2.247,-2.236,1.2,6242.0,3.222,1.0,2.0,False,False,False,missing,,,,,True,original_archive:ALDERAAN results file not found;cloud_missing:ALDERAAN results file not found,missing_after_uniform_assembly
230,5812701,K00012.01,Kepler-448 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.635,0,0,0,0,q1_q17_dr25_sup_koi,CENT_SATURATED,17.855221681,3.676e-06,-3.676e-06,146.596466,0.000163,-0.000163,2454979.596,0.000163,-0.000163,0.0,,,,,,0.075,0.106,-0.043,7.41287,0.00581,-0.00581,,,,9065.2,11.2,-11.2,0.08815,4.2e-05,-9.1e-05,0.47367,0.00473,-0.00057,LS+MCMC,13.16,2.57,-0.65,0.1491,,,89.79,,,911.0,,,163.04,78.35,-23.38,19.986,0.2,-0.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3272,0.2758,q1_q17_dr25_koi,82.201164,417.8653,915.7,1,75.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4664,Mandel and Agol (2002 ApJ 580 171),,,005/005812/005812701/dv/kplr005812701-20160209194854_dvr.pdf,005/005812/005812701/dv/kplr005812701-001-20160209194854_dvs.pdf,6823.0,61.0,-92.0,4.308,0.024,-0.128,0.07,0.15,-0.15,1.367,0.267,-0.067,1.386,0.093,-0.076,,,,q1_q17_dr25_stellar,297.45374,41.01099,11.353,11.571,11.28,11.245,11.26,10.461,10.287,10.234,0.0,19.83024683,1e-07,41.0110569,1.2e-06,-0.0764,0.0043,0.241,0.0045,0.00048,0.0004,-0.00097,0.00053,-0.03,0.21,0.05,0.25,0.06,0.31,-0.05,0.2,0.18,0.25,0.19,0.29,K00012,single,thin,0.0494,True,thin,0.0494,1121,1121,0,category_count_exact_before_visual_qc,1.437,6943.4,4.246,0.069,1.491,-0.367,-1.521,-1.478,0.69,6820.0,1.5,0.0,0.0,False,False,False,missing,,,,,True,original_archive:ALDERAAN results file not found;cloud_missing:ALDERAAN results file not found,missing_after_uniform_assembly
376,9032900,K00134.01,,CONFIRMED,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,LPP_DV---MOD_NONUNIQ_DV---MOD_TER_DV---MOD_POS_DV---MOD_NONUNIQ_ALT---MOD_TER_ALT---MOD_POS_ALT,67.5923754,0.0005335,-0.0005335,151.75056,0.00535,-0.00535,2454984.751,0.00535,-0.00535,0.0,,,,,,0.728,0.017,-0.451,12.249,0.332,-0.332,,,,4158.1,79.7,-79.7,0.063536,5.8e-05,-0.004707,0.14489,0.2145,-0.03815,LS+MCMC,12.1,2.25,-2.76,0.3582,,,88.73,,,588.0,,,28.2,14.74,-12.7,32.7,16.1,-16.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2845,0.3747,q1_q17_dr25_koi,56.80393,97.08831,60.9,1,21.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3897,Mandel and Agol (2002 ApJ 580 171),,,009/009032/009032900/dv/kplr009032900-20160209194854_dvr.pdf,009/009032/009032900/dv/kplr009032900-002-20160209194854_dvs.pdf,6038.0,120.0,-120.0,4.082,0.18,-0.12,0.34,0.1,-0.15,1.744,0.325,-0.398,1.341,0.125,-0.152,,,,q1_q17_dr25_stellar,295.58658,45.364979,13.675,14.038,13.622,13.52,13.49,12.628,12.413,12.322,0.123,19.7057672,6.5e-06,45.364865,8.4e-05,-0.18,0.25,-0.41,0.3,9e-05,0.00017,0.0001,0.00023,-0.02,0.36,-0.1,0.39,0.1,0.4,0.05,0.37,-0.15,0.39,0.16,0.34,K00134,single,thin,0.044,False,thin,0.044,1121,1121,0,category_count_exact_before_visual_qc,1.379,6131.9,4.09,0.268,1.746,-0.592,-1.648,-1.66,2.56,6236.0,1.752,1.0,0.0,False,False,False,missing,,,,,True,original_archive:ALDERAAN results file not found;cloud_missing:ALDERAAN results file not found,missing_after_uniform_assembly
1571,8492026,K02016.01,Kepler-1054 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.30656389,1.364e-05,-1.364e-05,132.44098,0.00271,-0.00271,2454965.441,0.00271,-0.00271,0.0,,,,,,0.894,0.004,-0.665,4.1107,0.0509,-0.0509,,,,257.0,7.5,-7.5,0.017299,0.000399,-0.002449,0.06502,0.48471,-0.00313,LS+MCMC,1.95,0.67,-0.23,0.054,,,77.07,,,1177.0,,,453.2,477.5,-150.37,3.99,2.0,-2.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2844,0.3661,q1_q17_dr25_koi,4.722371,31.381016,39.8,1,163.0,1.0,q1_q17_dr25_tce,10101010101010101000000000000000,0.0146,Mandel and Agol (2002 ApJ 580 171),,,008/008492/008492026/dv/kplr008492026-20160209194854_dvr.pdf,008/008492/008492026/dv/kplr008492026-001-20160209194854_dvs.pdf,6108.0,193.0,-236.0,4.466,0.056,-0.224,0.07,0.25,-0.3,1.03,0.357,-0.119,1.132,0.153,-0.153,,,,q1_q17_dr25_stellar,290.60114,44.556381,14.136,14.561,14.069,13.954,13.905,13.007,12.762,12.693,0.018,19.3734227,9.6e-06,44.556282,8.9e-05,0.49,0.37,-0.35,0.32,-0.000153,9.6e-05,9e-05,8.3e-05,0.21,0.15,0.01,0.2,0.21,0.15,0.16,0.15,0.17,0.21,0.23,0.18,K02016,single,thin,0.0677,False,thin,0.0677,1121,1121,0,category_count_exact_before_visual_qc,1.128,5979.4,4.187,0.018,1.411,-0.403,-1.34,-1.339,4.94,5909.0,1.423,0.0,0.0,False,False,False,missing,,,,,True,original_archive:ALDERAAN results file not found;cloud_missing:ALDERAAN results file not found,missing_after_uniform_assembly
2660,9070666,K03008.01,Kepler-1408 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.603,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,2.99792926,2.777e-05,-2.777e-05,131.76579,0.00786,-0.00786,2454964.766,0.00786,-0.00786,0.0,,,,,,0.403,0.092,-0.374,4.398,0.222,-0.222,,,,45.4,3.4,-3.4,0.006238,0.00024,-0.000364,0.23993,0.11128,-0.05838,LS+MCMC,1.12,0.2,-0.3,0.0425,,,85.24,,,1616.0,,,1611.51,740.37,-785.46,4.85,2.2,-2.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2891,0.3589,q1_q17_dr25_koi,4.0600533,11.777276,16.0,1,120.0,1.0,q1_q17_dr25_tce,100010001000100000000000000000,0.8228,Mandel and Agol (2002 ApJ 580 171),,,009/009070/009070666/dv/kplr009070666-20160209194854_dvr.pdf,009/009070/009070666/dv/kplr009070666-001-20160209194854_dvs.pdf,5888.0,79.0,-79.0,4.061,0.238,-0.102,0.14,0.15,-0.15,1.645,0.29,-0.435,1.136,0.122,-0.1,,,,q1_q17_dr25_stellar,282.69995,45.42577,12.003,12.326,11.949,11.864,11.864,10.976,10.736,10.694,0.806,18.846669,1.9e-05,45.42597,0.00022,0.23,0.71,0.73,0.78,0.0,3.1e-05,-1.2e-05,3.4e-05,-0.6,1.1,-0.18,0.76,0.6,1.0,-0.7,1.1,0.3,0.75,0.8,1.1,K03008,single,thin,0.0587,True,thin,0.0587,1121,1121,0,category_count_exact_before_visual_qc,1.296,6334.8,4.091,-0.068,1.691,-0.577,-1.604,-1.622,2.71,6018.0,1.744,1.0,0.0,False,False,False,missing,,,,,True,original_archive:ALDERAAN results file not found;cloud_missing:ALDERAAN results file not found,missing_after_uniform_assembly
5572,7515679,K03728.01,Kepler-1517 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,HAS_SEC_TCE,5.546083089,8.258e-06,-8.258e-06,133.50348,0.00123,-0.00123,2454966.503,0.00123,-0.00123,0.0,,,,,,0.902,0.013,-0.629,2.717,0.11,-0.11,,,,2211.0,45.5,-45.5,0.050506,0.001074,-0.006259,0.37243,3.10626,-0.08815,LS+MCMC,22.27,2.2,-12.5,0.078,,,83.88,,,2336.0,,,7027.09,2437.78,-5901.49,8.46,4.2,-4.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3221,0.2457,q1_q17_dr25_koi,29.96207,154.73193,56.4,1,238.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1774,Mandel and Agol (2002 ApJ 580 171),,,007/007515/007515679/dv/kplr007515679-20160209194854_dvr.pdf,007/007515/007515679/dv/kplr007515679-001-20160209194854_dvs.pdf,7358.0,203.0,-330.0,3.538,0.58,-0.061,-0.08,0.25,-0.3,4.037,0.4,-2.266,2.054,0.11,-0.585,,,,q1_q17_dr25_stellar,287.80722,43.188782,12.252,12.395,12.204,12.196,12.203,11.505,11.346,11.303,0.0,19.18715072,5e-07,43.1888299,5.8e-06,0.107,0.02,0.18,0.021,8.5e-05,6.4e-05,3.4e-05,8.3e-05,-0.014,0.07,0.014,0.072,0.02,0.068,0.028,0.07,0.128,0.072,0.131,0.073,K03728,single,thin,0.0435,False,thin,0.0435,1121,1121,0,category_count_exact_before_visual_qc,1.556,6994.7,4.064,0.056,1.911,-0.656,-1.702,-1.697,1.24,7350.0,1.883,0.0,0.0,False,False,False,missing,,,,,True,original_archive:ALDERAAN results file not found;cloud_missing:ALDERAAN results file not found,missing_after_uniform_assembly
3944,9776794,K04363.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,CENT_FEW_DIFFS,18.22211768,8.404e-05,-8.404e-05,553.06646,0.00339,-0.00339,2455386.066,0.00339,-0.00339,0.0,,,,,,0.973,69.79,-1.21,2.044,0.171,-0.171,,,,2318.0,185.0,-185.0,0.071242,69.73299,-1.157925,1.63499,441.09991,-0.25105,LS+MCMC,7.45,1.99,-1.22,0.1291,,,88.18,,,620.0,,,34.99,29.4,-13.78,30.6,15.3,-15.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1828,0.5324,q1_q17_dr25_koi,4.8291984,12.88854,15.2,1,19.0,1.0,q1_q17_dr25_tce,100000001111000000000000000,0.1487,Mandel and Agol (2002 ApJ 580 171),,,009/009776/009776794/dv/kplr009776794-20160209194854_dvr.pdf,009/009776/009776794/dv/kplr009776794-001-20160209194854_dvs.pdf,5162.0,181.0,-181.0,4.411,0.144,-0.252,0.32,0.15,-0.3,0.958,0.255,-0.157,0.862,0.073,-0.06,,,,q1_q17_dr25_stellar,294.36514,46.501759,16.084,16.956,15.977,15.711,15.566,14.595,14.105,13.943,0.0,19.6243251,1e-05,46.500941,4.8e-05,-0.66,0.37,-2.95,0.17,-0.0008,0.0015,-0.0008,0.0018,-0.73,0.24,1.35,0.18,1.53,0.2,-2.33,0.24,-0.99,0.18,2.53,0.23,K04363,single,thin,0.0826,True,thin,0.0826,1121,1121,0,category_count_exact_before_visual_qc,0.816,4965.0,4.456,0.239,0.876,0.072,-0.757,-0.789,,5154.0,0.993,0.0,0.0,False,False,False,missing,,,,,True,original_archive:ALDERAAN results file not found;cloud_missing:ALDERAAN results file not found,missing_after_uniform_assembly
4860,10584140,K04833.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.31724247,7.409e-05,-7.409e-05,133.4243,0.0134,-0.0134,2454966.424,0.0134,-0.0134,0.0,,,,,,0.252,0.207,-0.252,4.126,0.406,-0.406,,,,59.0,6.2,-6.2,0.007067,0.00039,-0.000496,0.48509,0.07071,-0.28895,LS+MCMC,1.01,0.29,-0.29,0.0516,,,88.15,,,1332.0,,,743.6,641.87,-412.12,7.82,1.1,-1.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2918,0.3434,q1_q17_dr25_koi,3.6406784,8.771031,11.3,1,143.0,1.0,q1_q17_dr25_tce,10011001100110011000000000000000,0.5908,Mandel and Agol (2002 ApJ 580 171),,,010/010584/010584140/dv/kplr010584140-20160209194854_dvr.pdf,010/010584/010584140/dv/kplr010584140-001-20160209194854_dvs.pdf,5992.0,188.0,-209.0,4.195,0.258,-0.172,-0.2,0.3,-0.3,1.31,0.371,-0.371,0.979,0.155,-0.127,,,,q1_q17_dr25_stellar,284.31693,47.887112,13.6,14.052,13.553,13.406,13.346,12.491,12.163,12.098,0.012,18.954371,3.5e-05,47.88712,0.00034,-3.3,1.3,0.0,1.2,0.000172,6.9e-05,2.7e-05,6.8e-05,0.68,0.92,0.27,0.71,0.73,0.9,0.51,0.92,0.54,0.71,0.74,0.82,K04833,single,thin,0.0488,False,thin,0.0488,1121,1121,0,category_count_exact_before_visual_qc,1.115,5898.4,4.135,0.026,1.495,-0.479,-1.434,-1.414,5.93,5747.0,1.522,1.0,0.0,False,False,False,missing,,,,,True,original_archive:ALDERAAN results file not found;cloud_missing:ALDERAAN results file not found,missing_after_uniform_assembly
6721,8745553,K05568.01,Kepler-1633 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.814,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,62.134919,0.002027,-0.002027,154.0853,0.0267,-0.0267,2454987.085,0.0267,-0.0267,0.0,,,,,,0.827,0.127,-0.621,8.711,0.854,-0.854,,,,147.5,15.4,-15.4,0.012505,0.001695,-0.0019,0.15864,0.38905,-0.14669,LS+MCMC,6.71,1.09,-3.27,0.3875,,,88.51,,,925.0,,,172.96,73.65,-130.23,31.9,15.6,-15.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2918,0.3647,q1_q17_dr25_koi,4.8211575,9.631921,10.6,1,8.0,1.0,q1_q17_dr25_tce,1010101010101010000000000000000,0.1921,Mandel and Agol (2002 ApJ 580 171),,,008/008745/008745553/dv/kplr008745553-20160209194854_dvr.pdf,008/008745/008745553/dv/kplr008745553-001-20160209194854_dvs.pdf,5889.0,79.0,-88.0,3.358,0.45,-0.079,0.28,0.15,-0.15,4.912,0.799,-2.396,2.006,0.136,-0.511,,,,q1_q17_dr25_stellar,288.5152,44.923229,13.435,13.763,13.395,13.295,13.273,12.447,12.19,12.109,0.301,19.234381,3.3e-05,44.92315,0.00036,1.3,1.2,-0.3,1.3,-0.00022,0.00019,4e-05,0.0002,-1.12,0.46,0.64,0.76,1.29,0.69,-1.14,0.35,0.52,0.65,1.25,0.45,K05568,single,thin,0.3267,True,thin,0.3267,1121,1121,0,category_count_exact_before_visual_qc,1.308,6266.5,4.018,-0.086,1.846,-0.689,-1.727,-1.673,2.87,5875.0,1.92,1.0,0.0,False,False,False,missing,,,,,True,original_archive:ALDERAAN results file not found;cloud_missing:ALDERAAN results file not found,missing_after_uniform_assembly
