rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_target,system,disk_published,p_thick_published,has_measured_velocity,disk,P_thick,paper_category_target,pre_visual_category_count,category_excess_before_visual_qc,paper_membership_status,berger_mass,berger_teff,berger_logg,berger_feh,berger_rad,rho_log,rho_log_upper,rho_log_lower,berger_age,berger2018_teff,berger2018_rad,berger2018_evol,berger2018_bin,archive_result_target_available,cloud_result_target_available,any_result_target_available,preferred_result_source,posterior_file,posterior_source,transit_fit_source,impact_mode,qc_primary_exclude,qc_reasons,posterior_status
3202,5461440,K00504.01,Kepler-581 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.932,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,40.606895,0.0001893,-0.0001893,199.25748,0.00343,-0.00343,2455032.257,0.00343,-0.00343,0.0,,,,,,0.494,0.413,-0.292,5.756,0.114,-0.114,,,,657.5,21.2,-21.2,0.023844,0.004691,-0.00075,1.29412,0.70048,-0.10001,LS+MCMC,2.67,0.38,-0.3,0.2259,,,89.41,,,521.0,,,17.4,6.45,-4.57,48.3,13.1,-13.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2291,0.4603,q1_q17_dr25_koi,7.314928,28.843336,36.3,1,26.0,1.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.8638,Mandel and Agol (2002 ApJ 580 171),,,005/005461/005461440/dv/kplr005461440-20160209194854_dvr.pdf,005/005461/005461440/dv/kplr005461440-001-20160209194854_dvs.pdf,5538.0,74.0,-83.0,4.384,0.116,-0.105,0.14,0.15,-0.15,1.027,0.144,-0.118,0.93,0.062,-0.048,,,,q1_q17_dr25_stellar,295.4328,40.648239,14.56,15.11,14.504,14.325,14.244,13.322,12.946,12.932,0.0,19.695526,1e-05,40.648192,8.8e-05,0.27,0.42,-0.17,0.32,0.00091,0.00028,-0.00045,0.00021,-0.53,0.28,-0.01,0.15,0.53,0.28,-0.32,0.19,-0.15,0.15,0.35,0.2,K00504,single,thick,0.9885,False,thick,0.9885,275,275,0,category_count_exact_before_visual_qc,0.834,5747.3,4.503,-0.466,0.845,0.135,-0.797,-0.788,6.0,5538.0,0.865,0.0,0.0,True,False,True,original_archive,untracked_local_posterior/published_inventory_archive_equal_50k/K00504_K00504_01_eomega_posterior.npz,uniform_paired_direct_importance,original_alderaan_archive,alderaan,False,missing_qc_reason,posterior_available
3303,6838050,K00512.01,Kepler-583 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.51003001,1.319e-05,-1.319e-05,172.91588,0.00154,-0.00154,2455005.916,0.00154,-0.00154,0.0,,,,,,0.023,0.419,-0.023,3.3095,0.0516,-0.0516,,,,602.8,14.0,-14.0,0.022098,0.000731,-0.000339,1.6198,0.10429,-0.47156,LS+MCMC,2.78,0.75,-0.5,0.0689,,,89.91,,,1017.0,,,253.24,200.88,-102.53,15.367,0.989,-0.989,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2514,0.4282,q1_q17_dr25_koi,5.6683135,40.47481,48.1,1,207.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5104,Mandel and Agol (2002 ApJ 580 171),,,006/006838/006838050/dv/kplr006838050-20160209194854_dvr.pdf,006/006838/006838050/dv/kplr006838050-001-20160209194854_dvs.pdf,5638.0,154.0,-171.0,4.327,0.149,-0.182,0.32,0.1,-0.3,1.153,0.31,-0.207,1.029,0.1,-0.111,,,,q1_q17_dr25_stellar,282.11133,42.3545,14.825,15.421,14.749,14.57,14.47,13.533,13.179,13.09,0.213,18.8074122,7.3e-06,42.354592,8.1e-05,-0.39,0.29,0.33,0.29,-3e-05,0.00018,-0.00018,0.00018,-0.143,0.098,0.05,0.14,0.15,0.11,-0.109,0.1,0.27,0.13,0.29,0.14,K00512,single,thick,0.9862,False,thick,0.9862,275,275,0,category_count_exact_before_visual_qc,0.917,5546.0,4.416,0.018,0.978,-0.015,-0.905,-0.927,8.1,5638.0,0.967,0.0,0.0,True,False,True,original_archive,untracked_local_posterior/published_inventory_archive_equal_50k/K00512_K00512_01_eomega_posterior.npz,uniform_paired_direct_importance,original_alderaan_archive,alderaan,False,missing_qc_reason,posterior_available
3304,6937692,K00513.01,Kepler-584 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.996,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,35.18105723,9.807e-05,-9.807e-05,170.09969,0.00225,-0.00225,2455003.1,0.00225,-0.00225,0.0,,,,,,0.772,0.124,-0.495,7.545,0.135,-0.135,,,,987.7,18.1,-18.1,0.031415,0.000195,-0.002311,0.2214,0.46673,-0.147,LS+MCMC,4.17,1.24,-0.54,0.2281,,,88.18,,,664.0,,,45.89,39.24,-16.0,24.4,10.3,-10.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3138,0.2998,q1_q17_dr25_koi,12.038291,50.65838,63.1,1,38.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5157,Mandel and Agol (2002 ApJ 580 171),,,006/006937/006937692/dv/kplr006937692-20160209194854_dvr.pdf,006/006937/006937692/dv/kplr006937692-001-20160209194854_dvs.pdf,6520.0,157.0,-246.0,4.375,0.065,-0.195,0.07,0.2,-0.35,1.215,0.363,-0.156,1.279,0.163,-0.217,,,,q1_q17_dr25_stellar,288.23059,42.41362,14.856,15.192,14.787,14.712,14.689,13.845,13.568,13.529,0.038,19.2153794,5.5e-06,42.413567,6.7e-05,0.27,0.22,-0.19,0.24,-0.00014,0.00022,0.00028,0.00025,-0.12,0.11,-0.081,0.099,0.14,0.1,-0.05,0.11,-0.02,0.1,0.06,0.11,K00513,single,thick,0.9947,False,thick,0.9947,275,275,0,category_count_exact_before_visual_qc,1.209,6048.7,4.104,0.002,1.599,-0.542,-1.375,-1.407,3.98,6519.0,1.566,0.0,0.0,False,True,True,cloud_missing_run,untracked_local_posterior/published_inventory_cloud_equal_50k/K00513_K00513_01_eomega_posterior.npz,uniform_paired_direct_importance,cloud_missing_run,alderaan,False,missing_qc_reason,posterior_available
3015,8934495,K00524.01,Kepler-1721 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,4.592393816,3.023e-06,-3.023e-06,172.004723,0.000523,-0.000523,2455005.005,0.000523,-0.000523,0.0,,,,,,0.02,0.322,-0.02,2.2748,0.0192,-0.0192,,,,1027.7,11.2,-11.2,0.028819,0.000531,-0.000229,3.58883,0.02238,-0.983,LS+MCMC,2.51,0.45,-0.2,0.0519,,,89.93,,,924.0,,,172.6,97.43,-42.17,15.8754,0.099,-0.099,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1959,0.5086,q1_q17_dr25_koi,9.814923,81.64579,105.9,1,288.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3594,Mandel and Agol (2002 ApJ 580 171),,,008/008934/008934495/dv/kplr008934495-20160209194854_dvr.pdf,008/008934/008934495/dv/kplr008934495-001-20160209194854_dvs.pdf,5351.0,159.0,-159.0,4.582,0.03,-0.12,-0.04,0.3,-0.3,0.796,0.143,-0.061,0.89,0.07,-0.096,,,,q1_q17_dr25_stellar,283.54416,45.225552,14.868,15.489,14.806,14.603,14.513,13.545,13.135,13.016,0.122,18.9029484,3.8e-06,45.225658,4.5e-05,0.19,0.15,0.39,0.16,-0.00022,0.00014,5e-05,0.00016,-0.007,0.079,0.01,0.091,0.012,0.084,0.139,0.076,0.323,0.087,0.352,0.086,K00524,single,thick,0.993,True,thick,0.993,275,275,0,category_count_exact_before_visual_qc,0.807,5079.7,4.552,-0.044,0.786,0.217,-0.859,-0.826,,5356.0,0.762,0.0,0.0,True,False,True,original_archive,untracked_local_posterior/published_inventory_archive_equal_50k/K00524_K00524_01_eomega_posterior.npz,uniform_paired_direct_importance,original_alderaan_archive,alderaan,False,missing_qc_reason,posterior_available
3016,9119458,K00525.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,11.53029332,1.39e-05,-1.39e-05,173.726435,0.000907,-0.000907,2455006.726,0.000907,-0.000907,0.0,,,,,,0.027,0.411,-0.027,1.8385,0.0336,-0.0336,,,,1209.3,25.0,-25.0,0.031664,0.000936,-0.000431,17.17009,0.78479,-5.36486,LS+MCMC,3.98,1.1,-0.89,0.098,,,89.97,,,873.0,,,137.08,110.58,-63.99,49.42,2.3,-2.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,q1_q17_dr25_koi,10.440473,38.911926,57.6,1,117.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5507,Mandel and Agol (2002 ApJ 580 171),,,009/009119/009119458/dv/kplr009119458-20160209194854_dvr.pdf,009/009119/009119458/dv/kplr009119458-001-20160209194854_dvs.pdf,5770.0,156.0,-173.0,4.289,0.204,-0.185,-0.06,0.3,-0.3,1.152,0.316,-0.258,0.942,0.134,-0.093,,,,q1_q17_dr25_stellar,300.90778,45.45787,14.539,15.106,14.486,14.295,14.176,13.229,12.903,12.795,0.02,20.060554,7e-06,45.457761,8.1e-05,1.36,0.26,-0.39,0.29,-0.00046,0.00059,0.00031,0.00081,-0.07,0.13,-0.05,0.1,0.09,0.13,-0.17,0.13,-0.23,0.13,0.29,0.13,K00525,single,thick,0.9124,True,thick,0.9124,275,275,0,category_count_exact_before_visual_qc,0.978,5778.9,4.495,-0.065,0.926,0.087,-1.101,-1.029,1.82,5765.0,0.926,0.0,0.0,False,True,True,cloud_missing_run,untracked_local_posterior/published_inventory_cloud_equal_50k/K00525_K00525_01_eomega_posterior.npz,uniform_paired_direct_importance,cloud_missing_run,alderaan,False,missing_qc_reason,posterior_available
3114,11656721,K00541.01,Kepler-594 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,13.64617478,3.407e-05,-3.407e-05,180.34991,0.00205,-0.00205,2455013.35,0.00205,-0.00205,0.0,,,,,,0.115,0.342,-0.115,3.4098,0.0651,-0.0651,,,,633.0,16.6,-16.6,0.022774,0.000764,-0.000383,3.04887,0.13278,-1.0927,LS+MCMC,2.06,0.47,-0.16,0.1089,,,89.79,,,678.0,,,49.89,33.39,-12.55,31.08,1.4,-1.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2396,0.4415,q1_q17_dr25_koi,6.3652463,38.652847,43.4,1,96.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0756,Mandel and Agol (2002 ApJ 580 171),,,011/011656/011656721/dv/kplr011656721-20160209194854_dvr.pdf,011/011656/011656721/dv/kplr011656721-001-20160209194854_dvs.pdf,5569.0,149.0,-166.0,4.566,0.038,-0.152,-0.08,0.3,-0.3,0.829,0.187,-0.067,0.928,0.083,-0.111,,,,q1_q17_dr25_stellar,288.92157,49.762032,14.748,15.304,14.689,14.51,14.448,13.48,13.104,13.001,0.005,19.26143,1.1e-05,49.76186,9.6e-05,-0.31,0.37,-0.61,0.35,0.00031,0.00023,0.00032,0.00021,0.04,0.13,-0.18,0.2,0.18,0.19,0.22,0.15,-0.19,0.17,0.29,0.16,K00541,single,thick,0.8163,False,thick,0.8163,275,275,0,category_count_exact_before_visual_qc,0.858,5418.6,4.459,-0.071,0.899,0.065,-0.809,-0.873,9.2,5566.0,0.904,0.0,2.0,True,False,True,original_archive,untracked_local_posterior/published_inventory_archive_equal_50k/K00541_K00541_01_eomega_posterior.npz,uniform_paired_direct_importance,original_alderaan_archive,alderaan,False,missing_qc_reason,posterior_available
3233,5774349,K00557.01,Kepler-599 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,15.65563866,3.206e-05,-3.206e-05,170.78358,0.00162,-0.00162,2455003.784,0.00162,-0.00162,0.0,,,,,,0.304,0.146,-0.303,3.9305,0.0627,-0.0627,,,,955.9,20.8,-20.8,0.027942,0.000653,-0.000765,2.0611,0.33521,-0.61692,LS+MCMC,2.55,0.32,-0.31,0.1128,,,89.42,,,623.0,,,35.62,14.99,-11.41,29.89,4.9,-4.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2043,0.4966,q1_q17_dr25_koi,7.327698,40.057575,53.2,1,69.0,1.0,q1_q17_dr25_tce,11110111011101110000000000000000,0.0999,Mandel and Agol (2002 ApJ 580 171),,,005/005774/005774349/dv/kplr005774349-20160209194854_dvr.pdf,005/005774/005774349/dv/kplr005774349-001-20160209194854_dvs.pdf,5185.0,154.0,-154.0,4.484,0.1,-0.1,-0.06,0.3,-0.3,0.837,0.104,-0.104,0.779,0.099,-0.058,,,,q1_q17_dr25_stellar,285.9115,41.069439,14.97,15.673,14.901,14.668,14.507,13.51,13.031,12.972,0.157,19.0607663,6.6e-06,41.069421,7.8e-05,-0.01,0.27,-0.07,0.28,0.00014,0.00026,0.00024,0.00028,0.083,0.096,0.19,0.19,0.21,0.18,0.22,0.1,0.41,0.2,0.47,0.18,K00557,single,thick,0.8367,False,thick,0.8367,275,275,0,category_count_exact_before_visual_qc,0.747,4942.4,4.603,-0.184,0.714,0.309,-0.934,-0.876,,5177.0,0.695,0.0,0.0,True,False,True,original_archive,untracked_local_posterior/published_inventory_archive_equal_50k/K00557_K00557_01_eomega_posterior.npz,uniform_paired_direct_importance,original_alderaan_archive,alderaan,False,missing_qc_reason,posterior_available
3257,6707833,K00563.01,Kepler-602 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,15.28467725,6.404e-05,-6.404e-05,175.62345,0.00313,-0.00313,2455008.623,0.00313,-0.00313,0.0,,,,,,0.774,0.13,-0.544,6.0768,0.0967,-0.0967,,,,321.3,9.6,-9.6,0.017992,0.001766,-0.001677,0.16706,0.38744,-0.11413,LS+MCMC,2.7,0.43,-0.53,0.1224,,,86.51,,,852.0,,,124.4,53.02,-48.07,12.73,5.9,-5.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.26,0.4133,q1_q17_dr25_koi,6.3766456,32.531273,38.1,1,88.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0254,Mandel and Agol (2002 ApJ 580 171),,,006/006707/006707833/dv/kplr006707833-20160209194854_dvr.pdf,006/006707/006707833/dv/kplr006707833-001-20160209194854_dvs.pdf,5763.0,86.0,-78.0,4.181,0.162,-0.108,0.16,0.15,-0.15,1.374,0.219,-0.268,1.045,0.09,-0.073,,,,q1_q17_dr25_stellar,296.03198,42.14196,14.519,14.946,14.449,14.336,14.216,13.328,12.999,12.936,0.008,19.7354718,9.9e-06,42.14174,0.00011,0.23,0.4,-0.8,0.41,-0.00013,0.00012,0.00019,0.00013,0.23,0.19,0.02,0.23,0.23,0.19,0.09,0.2,-0.27,0.24,0.28,0.24,K00563,single,thick,1.0,False,thick,1.0,275,275,0,category_count_exact_before_visual_qc,1.13,6038.9,4.229,0.009,1.343,-0.34,-1.225,-1.308,4.34,5770.0,1.393,0.0,0.0,True,False,True,original_archive,untracked_local_posterior/published_inventory_archive_equal_50k/K00563_K00563_01_eomega_posterior.npz,uniform_paired_direct_importance,original_alderaan_archive,alderaan,False,missing_qc_reason,posterior_available
3071,9076513,K00583.01,Kepler-611 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.437029217,5.017e-06,-5.017e-06,170.73808,0.0017,-0.0017,2455003.738,0.0017,-0.0017,0.0,,,,,,0.014,0.425,-0.014,3.2005,0.052,-0.052,,,,244.0,5.8,-5.8,0.014084,0.000445,-0.000248,0.66343,0.03291,-0.21251,LS+MCMC,2.04,0.34,-0.41,0.0351,,,89.87,,,1513.0,,,1237.66,531.44,-487.63,5.928,0.294,-0.294,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2286,0.4641,q1_q17_dr25_koi,5.077395,40.238712,49.0,1,552.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2104,Mandel and Agol (2002 ApJ 580 171),,,009/009076/009076513/dv/kplr009076513-20160209194854_dvr.pdf,009/009076/009076513/dv/kplr009076513-001-20160209194854_dvs.pdf,5573.0,75.0,-75.0,4.177,0.203,-0.101,0.16,0.15,-0.15,1.329,0.218,-0.266,0.968,0.066,-0.06,,,,q1_q17_dr25_stellar,286.00494,45.480389,14.573,15.047,14.518,14.369,14.329,13.438,13.149,13.035,0.008,19.0669834,8e-06,45.480472,9.2e-05,-0.5,0.3,0.3,0.33,0.000102,6.9e-05,-9.8e-05,7.5e-05,-0.01,0.11,0.09,0.18,0.09,0.19,-0.11,0.11,-0.08,0.19,0.14,0.14,K00583,single,thick,1.0,False,thick,1.0,275,275,0,category_count_exact_before_visual_qc,1.176,5803.5,4.118,0.206,1.559,-0.516,-1.455,-1.425,5.36,5571.0,1.613,1.0,0.0,False,True,True,cloud_missing_run,untracked_local_posterior/published_inventory_cloud_equal_50k/K00583_K00583_01_eomega_posterior.npz,uniform_paired_direct_importance,cloud_missing_run,alderaan,False,missing_qc_reason,posterior_available
3193,12459913,K00602.01,Kepler-620 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,12.91385906,4.319e-05,-4.319e-05,177.27535,0.00268,-0.00268,2455010.275,0.00268,-0.00268,0.0,,,,,,0.845,0.018,-0.583,5.3685,0.0952,-0.0952,,,,487.9,13.4,-13.4,0.022845,0.000215,-0.002305,0.13675,0.55423,-0.0416,LS+MCMC,2.49,0.68,-0.37,0.1053,,,85.45,,,849.0,,,122.66,98.42,-44.69,10.64,4.8,-4.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3029,0.3026,q1_q17_dr25_koi,6.7220726,35.528416,40.5,1,105.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3374,Mandel and Agol (2002 ApJ 580 171),,,012/012459/012459913/dv/kplr012459913-20160209194854_dvr.pdf,012/012459/012459913/dv/kplr012459913-001-20160209194854_dvs.pdf,6253.0,169.0,-206.0,4.41,0.105,-0.195,-0.54,0.3,-0.3,0.997,0.272,-0.147,0.93,0.118,-0.096,,,,q1_q17_dr25_stellar,291.15939,51.334862,14.647,15.037,14.614,14.479,14.408,13.591,13.292,13.284,0.747,19.4106302,9.7e-06,51.334906,9.4e-05,0.14,0.33,0.17,0.34,-5e-05,0.00016,6e-05,0.00016,0.12,0.19,0.0,0.2,0.12,0.19,0.07,0.2,-0.07,0.2,0.1,0.19,K00602,single,thick,0.5106,True,thick,0.5106,275,275,0,category_count_exact_before_visual_qc,1.151,6246.9,4.259,-0.12,1.308,-0.298,-1.122,-1.184,3.09,6249.0,1.332,0.0,0.0,True,False,True,original_archive,untracked_local_posterior/published_inventory_archive_equal_50k/K00602_K00602_01_eomega_posterior.npz,uniform_paired_direct_importance,original_alderaan_archive,alderaan,False,missing_qc_reason,posterior_available
3382,4644604,K00628.01,Kepler-626 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,14.48584765,2.48e-05,-2.48e-05,175.00624,0.00135,-0.00135,2455008.006,0.00135,-0.00135,0.0,,,,,,0.93,0.019,-0.65,3.1365,0.0929,-0.0929,,,,457.1,10.0,-10.0,0.024271,0.000185,-0.004016,0.31418,4.4664,-0.13413,LS+MCMC,2.88,0.45,-0.37,0.115,,,86.48,,,784.0,,,89.16,38.95,-26.66,15.16,7.4,-7.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2622,0.4035,q1_q17_dr25_koi,8.208,43.133007,52.2,1,95.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9145,Mandel and Agol (2002 ApJ 580 171),,,004/004644/004644604/dv/kplr004644604-20160209194854_dvr.pdf,004/004644/004644604/dv/kplr004644604-001-20160209194854_dvs.pdf,5784.0,104.0,-116.0,4.352,0.115,-0.115,0.0,0.15,-0.15,1.085,0.17,-0.139,0.966,0.08,-0.058,,,,q1_q17_dr25_stellar,288.69864,39.70829,13.946,14.416,13.929,13.744,13.664,12.781,12.438,12.388,0.013,19.2465817,6.6e-06,39.708316,6.6e-05,0.24,0.28,0.09,0.24,-0.00013,0.00013,-0.00015,0.00011,0.17,0.13,-0.11,0.15,0.21,0.14,0.22,0.14,-0.34,0.15,0.4,0.15,K00628,single,thick,0.7784,True,thick,0.7784,275,275,0,category_count_exact_before_visual_qc,0.871,5765.5,4.411,-0.297,0.96,-0.011,-0.943,-0.979,8.29,5721.0,0.979,0.0,2.0,True,False,True,original_archive,untracked_local_posterior/published_inventory_archive_equal_50k/K00628_K00628_01_eomega_posterior.npz,uniform_paired_direct_importance,original_alderaan_archive,alderaan,False,missing_qc_reason,posterior_available
3386,4742414,K00631.01,Kepler-628 b,CONFIRMED,Done,2018-08-16,FALSE POSITIVE,0.999,0,1,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,15.458056682,3.094e-06,-3.094e-06,173.782454,0.000158,-0.000158,2455006.782,0.000158,-0.000158,0.0,,,,,,0.05,0.035,-0.05,8.79536,0.00595,-0.00595,,,,4253.2,4.6,-4.6,0.059289,5.8e-05,-4.5e-05,0.22765,0.00138,-0.00235,LS+MCMC,9.11,1.51,-1.84,0.1241,,,89.8,,,871.0,,,136.4,62.54,-56.23,14.2202,0.0862,-0.0862,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2638,0.4046,q1_q17_dr25_koi,99.72122,777.0994,1055.9,1,88.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6614,Mandel and Agol (2002 ApJ 580 171),,,004/004742/004742414/dv/kplr004742414-20160209194854_dvr.pdf,004/004742/004742414/dv/kplr004742414-001-20160209194854_dvs.pdf,5868.0,105.0,-117.0,4.169,0.176,-0.108,0.1,0.15,-0.15,1.407,0.233,-0.284,1.066,0.1,-0.09,,,,q1_q17_dr25_stellar,290.44928,39.854801,13.398,13.711,13.339,13.264,,11.979,11.662,11.599,0.231,19.36328447,2.6e-07,39.854823,3.1e-06,-0.005,0.011,0.076,0.011,8e-06,8.3e-05,4e-05,0.0001,0.006,0.072,0.001,0.081,0.006,0.076,0.004,0.074,0.103,0.083,0.103,0.083,K00631,single,thick,0.8539,True,thick,0.8539,275,275,0,category_count_exact_before_visual_qc,1.202,5763.8,3.929,0.115,1.96,-0.805,-1.668,-1.809,5.28,5862.0,1.953,1.0,0.0,False,True,True,cloud_missing_run,untracked_local_posterior/published_inventory_cloud_equal_50k/K00631_K00631_01_eomega_posterior.npz,uniform_paired_direct_importance,cloud_missing_run,alderaan,False,missing_qc_reason,posterior_available
3521,6365156,K00662.01,Kepler-639 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.21418792,2.014e-05,-2.014e-05,170.70466,0.00149,-0.00149,2455003.705,0.00149,-0.00149,0.0,,,,,,0.016,0.393,-0.016,5.8201,0.0495,-0.0495,,,,303.8,4.5,-4.5,0.015775,0.000386,-0.000164,0.45909,0.00887,-0.12196,LS+MCMC,2.29,0.38,-0.37,0.0966,,,89.93,,,957.0,,,198.34,90.06,-70.39,13.63,0.263,-0.263,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.257,0.4213,q1_q17_dr25_koi,8.866341,57.729088,78.6,1,131.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4159,Mandel and Agol (2002 ApJ 580 171),,,006/006365/006365156/dv/kplr006365156-20160209194854_dvr.pdf,006/006365/006365156/dv/kplr006365156-001-20160209194854_dvs.pdf,5843.0,105.0,-117.0,4.25,0.137,-0.112,0.3,0.1,-0.15,1.332,0.218,-0.218,1.151,0.077,-0.094,,,,q1_q17_dr25_stellar,292.18689,41.727051,13.336,13.729,13.273,13.168,13.114,12.212,11.948,11.89,0.007,19.4791304,4.8e-06,41.727097,4.8e-05,0.18,0.19,0.17,0.17,-8.3e-05,5.7e-05,-6.4e-05,5.1e-05,-0.13,0.11,-0.1,0.17,0.17,0.13,-0.25,0.11,-0.26,0.17,0.36,0.15,K00662,single,thick,0.992,True,thick,0.992,275,275,0,category_count_exact_before_visual_qc,1.212,6088.3,4.12,-0.029,1.579,-0.518,-1.539,-1.522,3.79,5834.0,1.629,1.0,0.0,False,True,True,cloud_missing_run,untracked_local_posterior/published_inventory_cloud_equal_50k/K00662_K00662_01_eomega_posterior.npz,uniform_paired_direct_importance,cloud_missing_run,alderaan,False,missing_qc_reason,posterior_available
