kepid,kepoi_name,disk,system,new_system,koi_count,koi_period,koi_model_snr,koi_prad,P_thick,classifier,system_definition
11337372,K01650.01,thick,single,multi,2,6.53194024,39.6,3.09,0.7892282020814616,old_astropy,koi_count_gt1_catalog
7939330,K01581.01,thin,single,multi,2,29.5422566,39.5,3.15,0.0700500876677418,old_astropy,koi_count_gt1_catalog
8692861,K00172.01,thick,single,multi,2,13.7223682,97.9,2.23,0.5928361144605064,old_astropy,koi_count_gt1_catalog
9663113,K00179.01,thick,single,multi,2,20.74028645,155.3,4.24,0.7701024151744995,old_astropy,koi_count_gt1_catalog
7703955,K01707.01,thin,single,multi,2,96.109323,28.7,4.01,0.0245080106367941,old_astropy,koi_count_gt1_catalog
7898352,K01486.02,thick,single,multi,2,30.1837021,37.9,3.65,0.9788381232848592,old_astropy,koi_count_gt1_catalog
10019708,K00199.01,thin,single,multi,2,3.268695042,1429.9,16.91,0.0255551454030621,old_astropy,koi_count_gt1_catalog
9650808,K01970.01,thin,single,multi,2,21.96401646,26.9,2.57,0.3256017889133049,old_astropy,koi_count_gt1_catalog
8804845,K02039.01,thin,single,multi,2,5.42586901,26.1,1.48,0.0365596916340138,old_astropy,koi_count_gt1_catalog
2975770,K01788.01,thick,single,multi,2,71.52543938,111.3,5.76,1.0,old_astropy,koi_count_gt1_catalog
9839821,K02012.01,thin,single,multi,2,34.8536903,27.0,2.4,0.0593009283424741,old_astropy,koi_count_gt1_catalog
4349442,K01803.01,thin,single,multi,3,4.539297295,50.3,2.34,0.1547883111577392,old_astropy,koi_count_gt1_catalog
2438513,K01944.01,thin,single,multi,2,12.18420006,23.3,2.59,0.0293755369797349,old_astropy,koi_count_gt1_catalog
5942808,K02250.01,thin,single,multi,2,2.935362067,38.0,3.15,0.0488246939104104,old_astropy,koi_count_gt1_catalog
10518424,K02188.02,thin,single,multi,2,6.7445683,6.8,0.86,0.0480286619737869,old_astropy,koi_count_gt1_catalog
8219268,K02133.01,thick,single,multi,2,6.24667547,63.6,14.93,0.9994338555532636,old_astropy,koi_count_gt1_catalog
4142847,K02210.01,thin,single,multi,2,2.888904439,23.7,1.68,0.0262671664368523,old_astropy,koi_count_gt1_catalog
11560897,K02365.01,thin,single,multi,2,35.9682692,21.0,2.95,0.0243657257912516,old_astropy,koi_count_gt1_catalog
9517393,K02076.01,thin,single,multi,2,56.7769831,33.6,3.21,0.0679977908376642,old_astropy,koi_count_gt1_catalog
9351316,K02078.01,thin,single,multi,2,18.78429232,23.8,2.14,0.0567026274461946,old_astropy,koi_count_gt1_catalog
2853780,K02081.01,thick,single,multi,2,6.2141496,53.4,4.27,0.9577923067749916,old_astropy,koi_count_gt1_catalog
4173026,K02172.01,thin,single,multi,2,10.44087398,22.2,3.41,0.0249473169605596,old_astropy,koi_count_gt1_catalog
7047363,K02432.01,thin,single,multi,2,31.0572947,15.8,1.85,0.0242607357487143,old_astropy,koi_count_gt1_catalog
9827149,K02586.01,thin,single,multi,2,2.131945045,22.9,1.66,0.0265214203275768,old_astropy,koi_count_gt1_catalog
12208631,K02449.01,thin,single,multi,2,53.3580444,19.7,3.41,0.0454318488483934,old_astropy,koi_count_gt1_catalog
4665571,K02393.01,thin,single,multi,2,4.60300256,22.2,1.32,0.0245034297127697,old_astropy,koi_count_gt1_catalog
7584650,K02631.01,thin,single,multi,2,44.9977604,21.4,1.59,0.4433347073921247,old_astropy,koi_count_gt1_catalog
6364215,K02404.01,thin,single,multi,2,2.10081629,15.3,1.65,0.163139892139058,old_astropy,koi_count_gt1_catalog
9092504,K02716.02,thin,single,multi,2,6.46004728,17.0,1.8,0.0507275499269187,old_astropy,koi_count_gt1_catalog
10098844,K02964.01,thin,single,multi,2,47.4497134,16.9,1.61,0.0275789771335899,old_astropy,koi_count_gt1_catalog
5184911,K02719.01,thin,single,multi,2,4.11585514,20.8,1.93,0.0437121062974924,old_astropy,koi_count_gt1_catalog
4367854,K02876.01,thin,single,multi,2,5.1952021,17.7,1.37,0.0276804756166465,old_astropy,koi_count_gt1_catalog
5642620,K02882.01,thin,single,multi,2,75.8580035,16.1,2.72,0.0292760038882518,old_astropy,koi_count_gt1_catalog
6436029,K02828.01,thin,single,multi,2,59.4969009,23.2,2.92,0.0278450430894271,old_astropy,koi_count_gt1_catalog
9475552,K02694.02,thin,single,multi,2,6.56606941,25.8,1.83,0.0690629998622793,old_astropy,koi_count_gt1_catalog
9959492,K03051.01,thick,single,multi,2,11.682369,11.2,1.45,0.9109596311528624,old_astropy,koi_count_gt1_catalog
10545066,K00337.01,thin,single,multi,2,19.7830259,41.8,2.1,0.1991353451492776,old_astropy,koi_count_gt1_catalog
1717722,K03145.01,thick,single,multi,2,4.53702121,15.7,1.66,0.9998983026007394,old_astropy,koi_count_gt1_catalog
8558011,K00577.01,thin,single,multi,2,39.6766071,24.9,2.29,0.0351737233504589,old_astropy,koi_count_gt1_catalog
9478990,K00423.01,thin,single,multi,2,21.0871953,556.2,14.43,0.0244355272072018,old_astropy,koi_count_gt1_catalog
3559935,K00492.01,thin,single,multi,2,29.9111886,50.8,2.9,0.0330959830169028,old_astropy,koi_count_gt1_catalog
10718726,K00600.01,thin,single,multi,2,3.595769013,45.9,2.39,0.0276146665913471,old_astropy,koi_count_gt1_catalog
12470954,K00439.01,thin,single,multi,2,1.902208647,363.2,4.45,0.1262596182267425,old_astropy,koi_count_gt1_catalog
4914423,K00108.01,thin,single,multi,2,15.96532718,144.2,3.33,0.0768821888831133,old_astropy,koi_count_gt1_catalog
9588822,K04388.02,thin,single,multi,2,61.858947,9.1,2.47,0.0713707684064603,old_astropy,koi_count_gt1_catalog
5966154,K00655.01,thin,single,multi,2,25.6721559,78.4,2.68,0.0362411521105066,old_astropy,koi_count_gt1_catalog
10610039,K04577.02,thick,single,multi,2,3.07365139,9.6,0.79,0.5017832183147142,old_astropy,koi_count_gt1_catalog
10972902,K04692.02,thin,single,multi,2,7.6720844,8.4,0.72,0.4732266234955765,old_astropy,koi_count_gt1_catalog
9873254,K00717.01,thin,single,multi,2,14.70749512,36.3,2.04,0.4623438312380478,old_astropy,koi_count_gt1_catalog
12016267,K02590.02,thin,single,multi,2,22.7909233,19.4,1.38,0.1728252154984887,old_astropy,koi_count_gt1_catalog
9936080,K04431.01,thin,single,multi,2,19.5650801,13.8,0.97,0.0488315406345641,old_astropy,koi_count_gt1_catalog
4919550,K04766.01,thin,single,multi,2,5.56676609,12.0,1.12,0.2235313845575404,old_astropy,koi_count_gt1_catalog
12401132,K04829.01,thin,single,multi,2,7.630545,11.3,2.26,0.3029550698003815,old_astropy,koi_count_gt1_catalog
7692093,K03337.01,thin,single,multi,2,11.16622885,13.6,1.56,0.0310131209014032,old_astropy,koi_count_gt1_catalog
5308663,K01562.02,thin,single,multi,2,20.0679247,13.8,2.25,0.0578006082298782,old_astropy,koi_count_gt1_catalog
2581316,K03681.02,thin,single,multi,2,10.51421162,21.6,1.25,0.0242499858633552,old_astropy,koi_count_gt1_catalog
8494410,K03685.02,thick,single,multi,2,7.2593226,40.1,1.57,0.8391725283551392,old_astropy,koi_count_gt1_catalog
8257205,K01986.02,thin,single,multi,2,7.12766417,16.0,1.21,0.026066035281577,old_astropy,koi_count_gt1_catalog
4947556,K03936.02,thin,single,multi,2,13.0267964,11.4,2.08,0.0601572023335616,old_astropy,koi_count_gt1_catalog
10407086,K04568.02,thin,single,multi,2,48.04066636,,,0.2445673631682264,old_astropy,koi_count_gt1_catalog
9145861,K06194.01,thin,single,multi,2,42.294739,25.2,140.14,0.4986363145285992,old_astropy,koi_count_gt1_catalog
3747817,K04103.02,thin,single,multi,2,14.2378417,10.5,1.1,0.05255217017417,old_astropy,koi_count_gt1_catalog
8620565,K01250.02,thin,single,multi,2,1.213672208,24.8,697.14,0.0370969774111868,old_astropy,koi_count_gt1_catalog
5816144,K06137.01,thin,single,multi,2,12.4970599,10.6,1.44,0.0257945627960319,old_astropy,koi_count_gt1_catalog
12885212,K02184.02,thin,single,multi,2,95.906433,11.0,2.17,0.0558213183946751,old_astropy,koi_count_gt1_catalog
7835312,K06164.01,thick,single,multi,2,29.5126153,9.4,1.84,0.6631632714893395,old_astropy,koi_count_gt1_catalog
6768616,K06765.01,thin,single,multi,2,13.05609,10.8,1.3,0.0292428948298571,old_astropy,koi_count_gt1_catalog
2854181,K02232.02,thin,single,multi,2,12.834857,9.4,1.73,0.046598099685111,old_astropy,koi_count_gt1_catalog
6964929,K02756.02,thin,single,multi,2,5.06993245,11.6,0.92,0.0246480603556754,old_astropy,koi_count_gt1_catalog
2861126,K04957.02,thin,single,multi,2,4.98792404,9.7,0.73,0.0512851312958245,old_astropy,koi_count_gt1_catalog
7935997,K05447.02,thin,single,multi,2,3.87594316,14.2,0.68,0.0600551690500624,old_astropy,koi_count_gt1_catalog
7373451,K00881.01,thin,single,multi,2,21.02250608,62.4,3.07,0.0290499034400797,old_astropy,raw_confirmed_candidate_count_gt1
8490993,K00911.01,thin,single,multi,2,4.093578461,36.4,2.85,0.0263044189000615,old_astropy,raw_confirmed_candidate_count_gt1
8559644,K00139.02,thin,single,multi,2,3.341799486,48.8,1.67,0.064421971887998,old_astropy,raw_confirmed_candidate_count_gt1
1871056,K01001.01,thin,single,multi,2,40.8065333,54.8,3.71,0.031344842274014,old_astropy,raw_confirmed_candidate_count_gt1
6607286,K01239.02,thin,single,multi,2,3.17405898,29.2,2.09,0.1734266007500761,old_astropy,raw_confirmed_candidate_count_gt1
7303287,K01353.02,thin,single,multi,3,34.5439452,23.4,2.67,0.0249048703026683,old_astropy,raw_confirmed_candidate_count_gt1
9896558,K01718.01,thick,single,multi,2,67.6690554,37.2,3.39,0.8594019123789247,old_astropy,raw_confirmed_candidate_count_gt1
11337372,K01650.01,thick,single,multi,2,6.53194024,39.6,3.09,0.7892282020814616,old_astropy,raw_confirmed_candidate_count_gt1
7939330,K01581.01,thin,single,multi,2,29.5422566,39.5,3.15,0.0700500876677418,old_astropy,raw_confirmed_candidate_count_gt1
8692861,K00172.01,thick,single,multi,2,13.7223682,97.9,2.23,0.5928361144605064,old_astropy,raw_confirmed_candidate_count_gt1
9663113,K00179.01,thick,single,multi,2,20.74028645,155.3,4.24,0.7701024151744995,old_astropy,raw_confirmed_candidate_count_gt1
7703955,K01707.01,thin,single,multi,2,96.109323,28.7,4.01,0.0245080106367941,old_astropy,raw_confirmed_candidate_count_gt1
7898352,K01486.02,thick,single,multi,2,30.1837021,37.9,3.65,0.9788381232848592,old_astropy,raw_confirmed_candidate_count_gt1
9650808,K01970.01,thin,single,multi,2,21.96401646,26.9,2.57,0.3256017889133049,old_astropy,raw_confirmed_candidate_count_gt1
8804845,K02039.01,thin,single,multi,2,5.42586901,26.1,1.48,0.0365596916340138,old_astropy,raw_confirmed_candidate_count_gt1
2975770,K01788.01,thick,single,multi,2,71.52543938,111.3,5.76,1.0,old_astropy,raw_confirmed_candidate_count_gt1
9839821,K02012.01,thin,single,multi,2,34.8536903,27.0,2.4,0.0593009283424741,old_astropy,raw_confirmed_candidate_count_gt1
5942808,K02250.01,thin,single,multi,2,2.935362067,38.0,3.15,0.0488246939104104,old_astropy,raw_confirmed_candidate_count_gt1
4142847,K02210.01,thin,single,multi,2,2.888904439,23.7,1.68,0.0262671664368523,old_astropy,raw_confirmed_candidate_count_gt1
11560897,K02365.01,thin,single,multi,2,35.9682692,21.0,2.95,0.0243657257912516,old_astropy,raw_confirmed_candidate_count_gt1
9517393,K02076.01,thin,single,multi,2,56.7769831,33.6,3.21,0.0679977908376642,old_astropy,raw_confirmed_candidate_count_gt1
9351316,K02078.01,thin,single,multi,2,18.78429232,23.8,2.14,0.0567026274461946,old_astropy,raw_confirmed_candidate_count_gt1
4173026,K02172.01,thin,single,multi,2,10.44087398,22.2,3.41,0.0249473169605596,old_astropy,raw_confirmed_candidate_count_gt1
12208631,K02449.01,thin,single,multi,2,53.3580444,19.7,3.41,0.0454318488483934,old_astropy,raw_confirmed_candidate_count_gt1
4665571,K02393.01,thin,single,multi,2,4.60300256,22.2,1.32,0.0245034297127697,old_astropy,raw_confirmed_candidate_count_gt1
9092504,K02716.02,thin,single,multi,2,6.46004728,17.0,1.8,0.0507275499269187,old_astropy,raw_confirmed_candidate_count_gt1
5184911,K02719.01,thin,single,multi,2,4.11585514,20.8,1.93,0.0437121062974924,old_astropy,raw_confirmed_candidate_count_gt1
6436029,K02828.01,thin,single,multi,2,59.4969009,23.2,2.92,0.0278450430894271,old_astropy,raw_confirmed_candidate_count_gt1
9475552,K02694.02,thin,single,multi,2,6.56606941,25.8,1.83,0.0690629998622793,old_astropy,raw_confirmed_candidate_count_gt1
10545066,K00337.01,thin,single,multi,2,19.7830259,41.8,2.1,0.1991353451492776,old_astropy,raw_confirmed_candidate_count_gt1
1717722,K03145.01,thick,single,multi,2,4.53702121,15.7,1.66,0.9998983026007394,old_astropy,raw_confirmed_candidate_count_gt1
8558011,K00577.01,thin,single,multi,2,39.6766071,24.9,2.29,0.0351737233504589,old_astropy,raw_confirmed_candidate_count_gt1
9478990,K00423.01,thin,single,multi,2,21.0871953,556.2,14.43,0.0244355272072018,old_astropy,raw_confirmed_candidate_count_gt1
3559935,K00492.01,thin,single,multi,2,29.9111886,50.8,2.9,0.0330959830169028,old_astropy,raw_confirmed_candidate_count_gt1
10718726,K00600.01,thin,single,multi,2,3.595769013,45.9,2.39,0.0276146665913471,old_astropy,raw_confirmed_candidate_count_gt1
4914423,K00108.01,thin,single,multi,2,15.96532718,144.2,3.33,0.0768821888831133,old_astropy,raw_confirmed_candidate_count_gt1
5966154,K00655.01,thin,single,multi,2,25.6721559,78.4,2.68,0.0362411521105066,old_astropy,raw_confirmed_candidate_count_gt1
10610039,K04577.02,thick,single,multi,2,3.07365139,9.6,0.79,0.5017832183147142,old_astropy,raw_confirmed_candidate_count_gt1
9873254,K00717.01,thin,single,multi,2,14.70749512,36.3,2.04,0.4623438312380478,old_astropy,raw_confirmed_candidate_count_gt1
2581316,K03681.02,thin,single,multi,2,10.51421162,21.6,1.25,0.0242499858633552,old_astropy,raw_confirmed_candidate_count_gt1
8257205,K01986.02,thin,single,multi,2,7.12766417,16.0,1.21,0.026066035281577,old_astropy,raw_confirmed_candidate_count_gt1
4947556,K03936.02,thin,single,multi,2,13.0267964,11.4,2.08,0.0601572023335616,old_astropy,raw_confirmed_candidate_count_gt1
3747817,K04103.02,thin,single,multi,2,14.2378417,10.5,1.1,0.05255217017417,old_astropy,raw_confirmed_candidate_count_gt1
2854181,K02232.02,thin,single,multi,2,12.834857,9.4,1.73,0.046598099685111,old_astropy,raw_confirmed_candidate_count_gt1
6964929,K02756.02,thin,single,multi,2,5.06993245,11.6,0.92,0.0246480603556754,old_astropy,raw_confirmed_candidate_count_gt1
11918099,K00780.01,thin,multi,single,2,2.337437946,82.4,2.34,0.2145725974800192,old_astropy,raw_confirmed_only_count_gt1
11918099,K00780.02,thin,multi,single,2,7.2406612,13.7,19.45,0.2145725974800192,old_astropy,raw_confirmed_only_count_gt1
7373451,K00881.01,thin,single,multi,2,21.02250608,62.4,3.07,0.0290499034400797,old_astropy,raw_confirmed_only_count_gt1
8490993,K00911.01,thin,single,multi,2,4.093578461,36.4,2.85,0.0263044189000615,old_astropy,raw_confirmed_only_count_gt1
2837111,K01110.01,thin,multi,single,2,8.7348852,24.8,1.59,0.0441568687692433,old_astropy,raw_confirmed_only_count_gt1
8559644,K00139.02,thin,single,multi,2,3.341799486,48.8,1.67,0.064421971887998,old_astropy,raw_confirmed_only_count_gt1
1432789,K00992.01,thin,multi,single,2,9.93146307,26.2,2.41,0.025994323556775,old_astropy,raw_confirmed_only_count_gt1
1871056,K01001.01,thin,single,multi,2,40.8065333,54.8,3.71,0.031344842274014,old_astropy,raw_confirmed_only_count_gt1
10157458,K01083.01,thin,multi,single,2,7.33685101,21.6,1.52,0.0330889056209652,old_astropy,raw_confirmed_only_count_gt1
10794087,K01316.01,thick,multi,single,2,7.64970832,28.5,1.43,0.9263348134253612,old_astropy,raw_confirmed_only_count_gt1
10794087,K01316.02,thick,multi,single,2,12.37679312,,,0.9263348134253612,old_astropy,raw_confirmed_only_count_gt1
4466677,K01338.01,thin,multi,single,3,3.222975318,31.3,1.47,0.0270936781847781,old_astropy,raw_confirmed_only_count_gt1
4466677,K01338.02,thin,multi,single,3,42.0370662,14.7,1.66,0.0270936781847781,old_astropy,raw_confirmed_only_count_gt1
4466677,K01338.03,thin,multi,single,3,21.0112068,10.2,1.4,0.0270936781847781,old_astropy,raw_confirmed_only_count_gt1
8874090,K01404.01,thin,multi,single,2,13.32389352,25.9,1.26,0.0369455968770942,old_astropy,raw_confirmed_only_count_gt1
7303287,K01353.02,thin,single,multi,3,34.5439452,23.4,2.67,0.0249048703026683,old_astropy,raw_confirmed_only_count_gt1
9896558,K01718.01,thick,single,multi,2,67.6690554,37.2,3.39,0.8594019123789247,old_astropy,raw_confirmed_only_count_gt1
9015738,K01616.01,thin,multi,single,2,13.93291548,28.9,1.66,0.0430953520804974,old_astropy,raw_confirmed_only_count_gt1
6209677,K01750.01,thin,multi,single,2,7.76845639,23.6,1.35,0.0582138052632741,old_astropy,raw_confirmed_only_count_gt1
7663405,K01519.01,thin,multi,single,2,5.1443645,20.2,1.55,0.0260943712832694,old_astropy,raw_confirmed_only_count_gt1
11337372,K01650.01,thick,single,multi,2,6.53194024,39.6,3.09,0.7892282020814616,old_astropy,raw_confirmed_only_count_gt1
12266636,K01522.01,thin,multi,single,2,33.3856176,37.1,2.48,0.0242062663059233,old_astropy,raw_confirmed_only_count_gt1
7939330,K01581.01,thin,single,multi,2,29.5422566,39.5,3.15,0.0700500876677418,old_astropy,raw_confirmed_only_count_gt1
4932442,K01665.01,thin,multi,single,2,6.93365167,20.1,1.7,0.0586603867256945,old_astropy,raw_confirmed_only_count_gt1
4932442,K01665.02,thin,multi,single,2,5.91393977,2.8,1.07,0.0586603867256945,old_astropy,raw_confirmed_only_count_gt1
8692861,K00172.01,thick,single,multi,2,13.7223682,97.9,2.23,0.5928361144605064,old_astropy,raw_confirmed_only_count_gt1
9663113,K00179.01,thick,single,multi,2,20.74028645,155.3,4.24,0.7701024151744995,old_astropy,raw_confirmed_only_count_gt1
7703955,K01707.01,thin,single,multi,2,96.109323,28.7,4.01,0.0245080106367941,old_astropy,raw_confirmed_only_count_gt1
7512982,K01480.01,thin,multi,single,2,20.38174802,46.8,3.16,0.0393796241408715,old_astropy,raw_confirmed_only_count_gt1
7512982,K01480.02,thin,multi,single,2,7.00447892,9.9,1.19,0.0393796241408715,old_astropy,raw_confirmed_only_count_gt1
7898352,K01486.02,thick,single,multi,2,30.1837021,37.9,3.65,0.9788381232848592,old_astropy,raw_confirmed_only_count_gt1
9634821,K02037.01,thin,multi,single,3,73.7578875,20.2,4.28,0.0306458599765738,old_astropy,raw_confirmed_only_count_gt1
9634821,K02037.03,thin,multi,single,3,8.56267266,15.2,2.26,0.0306458599765738,old_astropy,raw_confirmed_only_count_gt1
9650808,K01970.01,thin,single,multi,2,21.96401646,26.9,2.57,0.3256017889133049,old_astropy,raw_confirmed_only_count_gt1
8804845,K02039.01,thin,single,multi,2,5.42586901,26.1,1.48,0.0365596916340138,old_astropy,raw_confirmed_only_count_gt1
7765528,K01840.01,thin,multi,single,2,7.03932913,48.6,4.67,0.0303066965756036,old_astropy,raw_confirmed_only_count_gt1
8226050,K01910.01,thin,multi,single,2,34.2685741,38.2,2.44,0.0317478832354719,old_astropy,raw_confirmed_only_count_gt1
8218379,K01920.01,thin,multi,single,2,16.57099265,40.9,2.03,0.0488556167760774,old_astropy,raw_confirmed_only_count_gt1
9839821,K02012.01,thin,single,multi,2,34.8536903,27.0,2.4,0.0593009283424741,old_astropy,raw_confirmed_only_count_gt1
9973109,K02018.01,thin,multi,single,2,27.495634,24.7,2.11,0.032747051543277,old_astropy,raw_confirmed_only_count_gt1
10005788,K01940.01,thin,multi,single,2,10.99470891,32.7,1.71,0.0462100051788851,old_astropy,raw_confirmed_only_count_gt1
10005788,K01940.02,thin,multi,single,2,6.73679732,,,0.0462100051788851,old_astropy,raw_confirmed_only_count_gt1
2832589,K01942.01,thin,multi,single,2,10.84969477,43.5,2.67,0.0348851617380025,old_astropy,raw_confirmed_only_count_gt1
11656918,K01945.01,thin,multi,single,2,62.1385979,36.1,5.14,0.0375911456136565,old_astropy,raw_confirmed_only_count_gt1
11656918,K01945.02,thin,multi,single,2,17.1181036,6.1,1.22,0.0375911456136565,old_astropy,raw_confirmed_only_count_gt1
9872283,K01815.01,thin,multi,single,2,3.126861192,94.6,5.12,0.0253971516373249,old_astropy,raw_confirmed_only_count_gt1
5942808,K02250.01,thin,single,multi,2,2.935362067,38.0,3.15,0.0488246939104104,old_astropy,raw_confirmed_only_count_gt1
7033233,K02339.01,thin,multi,single,2,2.032318856,20.4,1.12,0.0265455551573774,old_astropy,raw_confirmed_only_count_gt1
7033233,K02339.02,thin,multi,single,2,65.18703725,,,0.0265455551573774,old_astropy,raw_confirmed_only_count_gt1
7620413,K02103.01,thick,multi,single,2,2.543063763,26.5,1.26,0.7908394766617592,old_astropy,raw_confirmed_only_count_gt1
3734418,K02261.01,thin,multi,single,2,3.97599629,27.3,1.11,0.0351125612305712,old_astropy,raw_confirmed_only_count_gt1
3734418,K02261.02,thin,multi,single,2,6.6254781,2.7,0.9,0.0351125612305712,old_astropy,raw_confirmed_only_count_gt1
12256520,K02264.01,thin,multi,single,2,33.2407985,20.4,1.51,0.0480832545196641,old_astropy,raw_confirmed_only_count_gt1
8282651,K02193.01,thin,multi,single,2,2.361724472,34.6,1.53,0.1017505799308665,old_astropy,raw_confirmed_only_count_gt1
8168187,K02209.01,thick,multi,single,2,18.3027235,24.7,2.72,0.6161855176036053,old_astropy,raw_confirmed_only_count_gt1
4142847,K02210.01,thin,single,multi,2,2.888904439,23.7,1.68,0.0262671664368523,old_astropy,raw_confirmed_only_count_gt1
11560897,K02365.01,thin,single,multi,2,35.9682692,21.0,2.95,0.0243657257912516,old_astropy,raw_confirmed_only_count_gt1
9517393,K02076.01,thin,single,multi,2,56.7769831,33.6,3.21,0.0679977908376642,old_astropy,raw_confirmed_only_count_gt1
9351316,K02078.01,thin,single,multi,2,18.78429232,23.8,2.14,0.0567026274461946,old_astropy,raw_confirmed_only_count_gt1
8892157,K02224.01,thick,multi,single,2,3.73090026,24.0,1.48,0.6800479914181264,old_astropy,raw_confirmed_only_count_gt1
8892157,K02224.02,thick,multi,single,2,86.130534,3.7,1.47,0.6800479914181264,old_astropy,raw_confirmed_only_count_gt1
5978559,K02321.01,thin,multi,single,2,95.6114617,21.6,2.37,0.0565884872537299,old_astropy,raw_confirmed_only_count_gt1
10730703,K02327.01,thin,multi,single,2,5.60013327,22.8,1.73,0.0647732855763557,old_astropy,raw_confirmed_only_count_gt1
4173026,K02172.01,thin,single,multi,2,10.44087398,22.2,3.41,0.0249473169605596,old_astropy,raw_confirmed_only_count_gt1
6198182,K02636.01,thin,multi,single,2,3.88148385,11.9,0.59,0.0398817380800348,old_astropy,raw_confirmed_only_count_gt1
5175024,K02563.01,thick,multi,single,2,23.4772553,17.6,1.34,0.978064669906229,old_astropy,raw_confirmed_only_count_gt1
9026749,K02564.01,thin,multi,single,2,66.5576728,21.3,4.96,0.0262865563258655,old_astropy,raw_confirmed_only_count_gt1
7107802,K02420.01,thin,multi,single,2,10.41728722,20.3,1.64,0.1489608717331752,old_astropy,raw_confirmed_only_count_gt1
11360805,K02422.01,thick,multi,single,2,26.7838935,20.9,1.59,0.9989724674341758,old_astropy,raw_confirmed_only_count_gt1
8212002,K02593.01,thin,multi,single,2,14.7966306,22.4,0.98,0.0597272131054669,old_astropy,raw_confirmed_only_count_gt1
7778767,K02523.01,thin,multi,single,2,13.0313583,18.9,2.88,0.0313441276115596,old_astropy,raw_confirmed_only_count_gt1
7289317,K02450.01,thin,multi,single,2,16.83203175,21.6,1.86,0.0656784305290184,old_astropy,raw_confirmed_only_count_gt1
11074835,K02533.01,thick,multi,single,3,6.03355539,26.1,3.34,0.9649194760591556,old_astropy,raw_confirmed_only_count_gt1
1996180,K02534.01,thin,multi,single,2,3.02558494,23.8,1.62,0.0255745808294467,old_astropy,raw_confirmed_only_count_gt1
1996180,K02534.02,thin,multi,single,2,5.42204257,10.7,1.39,0.0255745808294467,old_astropy,raw_confirmed_only_count_gt1
4665571,K02393.01,thin,single,multi,2,4.60300256,22.2,1.32,0.0245034297127697,old_astropy,raw_confirmed_only_count_gt1
10916600,K02623.01,thin,multi,single,2,5.57654782,13.2,0.92,0.0410476089039156,old_astropy,raw_confirmed_only_count_gt1
7609553,K02924.01,thin,multi,single,2,2.279523364,16.7,0.87,0.0418920498312203,old_astropy,raw_confirmed_only_count_gt1
9092504,K02716.02,thin,single,multi,2,6.46004728,17.0,1.8,0.0507275499269187,old_astropy,raw_confirmed_only_count_gt1
8760040,K02963.01,thin,multi,single,2,18.2206024,19.7,1.78,0.4003677636348691,old_astropy,raw_confirmed_only_count_gt1
8760040,K02963.02,thin,multi,single,2,7.35101287,12.8,1.42,0.4003677636348691,old_astropy,raw_confirmed_only_count_gt1
6779260,K02678.01,thin,multi,single,2,3.833087643,40.2,2.25,0.1412083249676324,old_astropy,raw_confirmed_only_count_gt1
4831728,K02739.01,thin,multi,single,2,10.10773789,25.3,1.98,0.0344162057002834,old_astropy,raw_confirmed_only_count_gt1
4831728,K02739.02,thin,multi,single,2,7.0956395,10.5,1.2,0.0344162057002834,old_astropy,raw_confirmed_only_count_gt1
6716545,K02906.01,thin,multi,single,3,13.9093544,15.6,1.33,0.040964402523322,old_astropy,raw_confirmed_only_count_gt1
9475552,K02694.02,thin,single,multi,2,6.56606941,25.8,1.83,0.0690629998622793,old_astropy,raw_confirmed_only_count_gt1
6029239,K00304.01,thick,multi,single,2,8.512037736,102.2,2.14,0.998678199977076,old_astropy,raw_confirmed_only_count_gt1
9020114,K03088.01,thin,multi,single,2,3.48412874,13.3,1.16,0.0353025043436577,old_astropy,raw_confirmed_only_count_gt1
6029239,K00304.02,thick,multi,single,2,5.518195,5.2,0.46,0.998678199977076,old_astropy,raw_confirmed_only_count_gt1
12406807,K03091.01,thin,multi,single,2,17.067644,13.5,1.62,0.0736347139578666,old_astropy,raw_confirmed_only_count_gt1
8709688,K03019.01,thin,multi,single,2,4.17939037,16.1,1.52,0.08602526179008,old_astropy,raw_confirmed_only_count_gt1
10285631,K00331.01,thin,multi,single,2,18.68405716,54.2,3.64,0.0326584562265508,old_astropy,raw_confirmed_only_count_gt1
8827575,K03052.01,thin,multi,single,2,10.12956201,12.2,0.78,0.0280439599365794,old_astropy,raw_confirmed_only_count_gt1
8827575,K03052.02,thin,multi,single,2,15.6112238,15.7,0.91,0.0280439599365794,old_astropy,raw_confirmed_only_count_gt1
2716801,K03053.01,thin,multi,single,2,42.5217006,14.7,2.45,0.080754873117451,old_astropy,raw_confirmed_only_count_gt1
4857058,K03061.01,thin,multi,single,2,7.32851947,14.0,2.33,0.0253636049734504,old_astropy,raw_confirmed_only_count_gt1
7609553,K02924.02,thin,multi,single,2,8.85686712,11.9,1.88,0.0418920498312203,old_astropy,raw_confirmed_only_count_gt1
12256520,K02264.02,thin,multi,single,2,7.25101997,12.2,0.91,0.0480832545196641,old_astropy,raw_confirmed_only_count_gt1
10000941,K04146.02,thin,multi,single,2,2.5738437,10.9,0.57,0.0347299941914337,old_astropy,raw_confirmed_only_count_gt1
6103377,K03004.01,thin,multi,single,2,20.0708757,12.8,3.2,0.0323234829197544,old_astropy,raw_confirmed_only_count_gt1
8558011,K00577.01,thin,single,multi,2,39.6766071,24.9,2.29,0.0351737233504589,old_astropy,raw_confirmed_only_count_gt1
