source,axis,n,median_delta_kms,median_abs_delta_kms,p95_abs_delta_kms,max_abs_delta_kms
direct_angus,vphi,1659,1.0312999999999874,2.5381000000000142,12.663259999999998,53.00649999999999
direct_angus,vperp,1659,9.891857129993225,17.345119148517043,42.53434232456477,96.83926671515289
old_astropy,vphi,1659,-0.00042095818662346574,0.0518503732593274,0.5026026392305193,2.0475175072442084
old_astropy,vperp,1659,-0.007440337743346959,0.42227788463149807,2.307901951575668,8.580139659091515
position_derived,vphi,1659,451.3999960112327,451.3999960112327,492.5528057505127,592.4707562509649
position_derived,vperp,1659,-0.0007712817621694512,0.12642107792487067,1.0504549906994867,6.230812736451007
