population,n,status,selection_mode,sigma_rayleigh,sigma_rayleigh_lo,sigma_rayleigh_hi,sigma_map,expected_e,expected_e_lo,expected_e_hi,expected_e_map,ll_max,transit_selection_applied,sigma_at_grid_lower_edge,sigma_at_grid_upper_edge,boundary_flag,posterior_mass_at_lower_edge,posterior_mass_at_upper_edge
thick_singles,82,ok,manuscript_reciprocal,0.13741661335999517,0.11430102151124855,0.1641732136850143,0.13365342671335667,0.17222618422609998,0.1432550861696509,0.20576060967994697,0.16750972920051105,8.938711352837514,True,False,False,False,2.586370472711742e-51,1.8935949889562762e-22
thin_singles,227,ok,manuscript_reciprocal,0.1953475364204608,0.17956455775098346,0.21208134431358452,0.19467783891945972,0.24483182908551807,0.22505079879011314,0.26580454708909174,0.24399248773978854,-3.5661095363064956,True,False,False,False,0.0,2.0360280263045386e-41
thick_multis,61,ok,manuscript_reciprocal,0.0821967688673269,0.06208899141485507,0.10728325183266955,0.07663061530765383,0.10301837246307537,0.07781701071189859,0.1344596162190638,0.09604223351626812,24.814075076781315,True,False,False,False,1.1762642622136589e-07,8.738125188290066e-23
thin_multis,202,ok,manuscript_reciprocal,0.09187699915397468,0.07933842637149133,0.10527838094875579,0.09113641820910456,0.11515074193380072,0.09943597140375499,0.13194688319676243,0.11422256136576853,72.96149245343939,True,False,False,False,1.025717627903042e-39,2.7532958141105686e-68
