rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_target,system,disk_published,p_thick_published,has_measured_velocity,disk,P_thick,paper_category_target,pre_visual_category_count,category_excess_before_visual_qc,paper_membership_status,berger_mass,berger_teff,berger_logg,berger_feh,berger_rad,rho_log,rho_log_upper,rho_log_lower,berger_age,berger2018_teff,berger2018_rad,berger2018_evol,berger2018_bin,archive_result_target_available,cloud_result_target_available,any_result_target_available,preferred_result_source
1914,7219825,K00238.02,Kepler-123 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.993,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,26.6951944,0.0002607,-0.0002607,143.9999,0.00806,-0.00806,2454977.0,0.00806,-0.00806,0.0,,,,,,0.136,0.311,-0.136,4.576,0.207,-0.207,,,,132.6,10.6,-10.6,0.010567,0.000595,-0.000431,2.35995,0.30045,-0.96518,LS+MCMC,1.4,0.23,-0.2,0.1757,,,89.83,,,706.0,,,58.81,28.02,-19.66,44.63,5.7,-5.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2916,0.3447,q1_q17_dr25_koi,3.2941353,10.90227,13.4,3,46.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.322,Mandel and Agol (2002 ApJ 580 171),,,007/007219/007219825/dv/kplr007219825-20160209194854_dvr.pdf,007/007219/007219825/dv/kplr007219825-003-20160209194854_dvs.pdf,6086.0,133.0,-133.0,4.274,0.137,-0.112,-0.16,0.2,-0.15,1.216,0.199,-0.179,1.013,0.096,-0.064,,,,q1_q17_dr25_stellar,296.99863,42.78196,14.061,14.458,14.013,13.891,13.819,12.982,12.725,12.655,0.627,19.799886,2.9e-05,42.78204,0.00033,-0.9,1.1,0.3,1.2,9e-05,0.00014,-3e-05,0.00014,-0.39,0.57,0.01,0.3,0.39,0.57,-0.46,0.57,0.17,0.31,0.49,0.55,K00238,multi,thin,0.0492,False,thin,0.0492,862,883,21,candidate_in_category_with_unpublished_final_rejections,1.257,6571.7,4.309,-0.104,1.29,-0.242,-1.427,-1.333,1.06,6154.0,1.362,0.0,0.0,False,False,False,missing
2667,6196457,K00285.01,Kepler-92 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,13.74883059,1.295e-05,-1.295e-05,179.279158,0.000738,-0.000738,2455012.279,0.000738,-0.000738,0.0,,,,,,0.658,0.153,-0.433,6.0968,0.0425,-0.0425,,,,425.9,2.9,-2.9,0.019908,0.001248,-0.000949,0.24298,0.25217,-0.12799,LS+MCMC,3.63,0.26,-0.18,0.1174,,,87.19,,,975.0,,,213.84,47.92,-30.83,13.44,4.6,-4.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.26,0.4133,q1_q17_dr25_koi,15.991425,114.88917,167.6,3,98.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8938,Mandel and Agol (2002 ApJ 580 171),,,006/006196/006196457/dv/kplr006196457-20160209194854_dvr.pdf,006/006196/006196457/dv/kplr006196457-001-20160209194854_dvs.pdf,5862.0,97.0,-80.0,4.05,0.033,-0.027,0.16,0.15,-0.1,1.67,0.118,-0.082,1.142,0.16,-0.053,,,,q1_q17_dr25_stellar,289.08606,41.562958,11.565,12.481,11.679,,,10.747,10.47,10.403,0.159,19.2724062,1.8e-06,41.563002,1.7e-05,0.097,0.073,0.156,0.062,0.0,3.1e-05,2.6e-05,2.7e-05,0.02,0.14,0.06,0.18,0.06,0.2,0.1,0.13,0.26,0.18,0.28,0.2,K00285,multi,thin,0.1961,True,thin,0.1961,862,883,21,candidate_in_category_with_unpublished_final_rejections,1.124,5508.6,3.954,0.198,1.84,-0.751,-1.807,-1.832,7.44,5946.0,1.779,1.0,2.0,False,False,False,missing
2711,6196457,K00285.02,Kepler-92 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.976,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,26.723169,7.883e-05,-7.883e-05,147.93696,0.00232,-0.00232,2454980.937,0.00232,-0.00232,0.0,,,,,,0.035,0.374,-0.035,8.501,0.0688,-0.0688,,,,195.0,3.1,-3.1,0.012689,0.000304,-0.000145,0.38065,0.00023,-0.12626,LS+MCMC,2.31,0.17,-0.11,0.1829,,,89.92,,,781.0,,,88.1,19.75,-12.7,24.3117,0.0147,-0.0147,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.26,0.4133,q1_q17_dr25_koi,9.11644,39.584602,67.5,3,51.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.079,Mandel and Agol (2002 ApJ 580 171),,,006/006196/006196457/dv/kplr006196457-20160209194854_dvr.pdf,006/006196/006196457/dv/kplr006196457-002-20160209194854_dvs.pdf,5862.0,97.0,-80.0,4.05,0.033,-0.027,0.16,0.15,-0.1,1.67,0.118,-0.082,1.142,0.16,-0.053,,,,q1_q17_dr25_stellar,289.08606,41.562958,11.565,12.481,11.679,,,10.747,10.47,10.403,0.011,19.2724136,4.8e-06,41.563064,4.5e-05,0.4,0.19,0.38,0.16,-6e-05,3.9e-05,-3.2e-05,3.3e-05,-0.14,0.26,-0.53,0.46,0.54,0.49,-0.03,0.27,-0.44,0.48,0.44,0.49,K00285,multi,thin,0.1961,True,thin,0.1961,862,883,21,candidate_in_category_with_unpublished_final_rejections,1.124,5508.6,3.954,0.198,1.84,-0.751,-1.807,-1.832,7.44,5946.0,1.779,1.0,2.0,False,False,False,missing
2755,6196457,K00285.03,Kepler-92 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.476,0,0,0,0,q1_q17_dr25_sup_koi,LPP_DV,49.3567907,0.0003564,-0.0003564,134.29533,0.00666,-0.00666,2454967.295,0.00666,-0.00666,0.0,,,,,,0.277,0.189,-0.277,10.954,0.165,-0.165,,,,130.2,3.9,-3.9,0.010449,0.000305,-0.000262,0.2907,0.04058,-0.10235,LS+MCMC,1.91,0.13,-0.1,0.2754,,,89.53,,,637.0,,,38.86,8.71,-5.6,33.45,4.7,-4.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.26,0.4133,q1_q17_dr25_koi,6.337603,20.625551,35.0,3,27.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1094,Mandel and Agol (2002 ApJ 580 171),,,006/006196/006196457/dv/kplr006196457-20160209194854_dvr.pdf,006/006196/006196457/dv/kplr006196457-003-20160209194854_dvs.pdf,5862.0,97.0,-80.0,4.05,0.033,-0.027,0.16,0.15,-0.1,1.67,0.118,-0.082,1.142,0.16,-0.053,,,,q1_q17_dr25_stellar,289.08606,41.562958,11.565,12.481,11.679,,,10.747,10.47,10.403,0.779,19.2724089,9.4e-06,41.563045,8.8e-05,0.2,0.38,0.31,0.32,-1.5e-05,5.2e-05,-1.3e-05,4.3e-05,-0.31,0.19,-0.47,0.48,0.56,0.42,-0.17,0.2,-0.28,0.49,0.32,0.43,K00285,multi,thin,0.1961,True,thin,0.1961,862,883,21,candidate_in_category_with_unpublished_final_rejections,1.124,5508.6,3.954,0.198,1.84,-0.751,-1.807,-1.832,7.44,5946.0,1.779,1.0,2.0,False,False,False,missing
3068,8121310,K00317.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.812,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.505879,0.0002263,-0.0002263,136.2363,0.0173,-0.0173,2454969.236,0.0173,-0.0173,0.0,,,,,,0.029,0.441,-0.029,5.583,0.516,-0.516,,,,49.8,4.8,-4.8,0.006463,0.000447,-0.000296,0.56886,0.04852,-0.34811,LS+MCMC,0.99,0.17,-0.09,0.1096,,,89.89,,,1000.0,,,236.35,113.65,-58.85,15.85,1.4,-1.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3016,0.3403,q1_q17_dr25_koi,3.7709699,7.545454,12.5,2,113.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7269,Mandel and Agol (2002 ApJ 580 171),,,008/008121/008121310/dv/kplr008121310-20160209194854_dvr.pdf,008/008121/008121310/dv/kplr008121310-002-20160209194854_dvs.pdf,6336.0,113.0,-139.0,4.266,0.063,-0.117,0.34,0.1,-0.15,1.403,0.245,-0.132,1.324,0.092,-0.084,,,,q1_q17_dr25_stellar,298.81638,43.998039,12.885,13.199,12.852,12.751,12.734,11.915,11.745,11.67,0.608,19.921083,3.1e-05,43.99819,0.00029,-0.3,1.2,0.6,1.1,1.5e-05,6.3e-05,-2.5e-05,5.5e-05,0.78,0.45,-0.32,0.47,0.84,0.45,0.73,0.46,-0.31,0.47,0.8,0.47,K00317,multi,thin,0.1301,True,thin,0.1301,862,883,21,candidate_in_category_with_unpublished_final_rejections,1.494,7089.9,4.205,0.066,1.595,-0.437,-1.499,-1.501,0.81,6563.0,1.668,0.0,2.0,False,False,False,missing
2756,8121310,K00317.01,Kepler-521 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,22.20809549,4.141e-05,-4.141e-05,206.35965,0.00135,-0.00135,2455039.36,0.00135,-0.00135,0.0,,,,,,0.017,0.308,-0.017,7.3327,0.0449,-0.0449,,,,463.2,5.4,-5.4,0.019714,0.000289,-0.000124,0.50398,0.00171,-0.11563,LS+MCMC,3.02,0.53,-0.28,0.1699,,,89.96,,,803.0,,,98.36,47.29,-24.5,23.5971,0.0801,-0.0801,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3016,0.3403,q1_q17_dr25_koi,11.958813,53.278522,92.7,2,58.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8971,Mandel and Agol (2002 ApJ 580 171),,,008/008121/008121310/dv/kplr008121310-20160209194854_dvr.pdf,008/008121/008121310/dv/kplr008121310-001-20160209194854_dvs.pdf,6336.0,113.0,-139.0,4.266,0.063,-0.117,0.34,0.1,-0.15,1.403,0.245,-0.132,1.324,0.092,-0.084,,,,q1_q17_dr25_stellar,298.81638,43.998039,12.885,13.199,12.852,12.751,12.734,11.915,11.745,11.67,0.032,19.9210938,4.5e-06,43.998007,4.3e-05,0.07,0.17,-0.12,0.15,-5.8e-05,8e-05,8.5e-05,7.1e-05,0.4,0.23,0.35,0.17,0.53,0.23,0.45,0.24,0.36,0.17,0.58,0.25,K00317,multi,thin,0.1301,True,thin,0.1301,862,883,21,candidate_in_category_with_unpublished_final_rejections,1.494,7089.9,4.205,0.066,1.595,-0.437,-1.499,-1.501,0.81,6563.0,1.668,0.0,2.0,False,False,False,missing
7262,5613330,K00649.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.616,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.2090268,0.0001879,-0.0001879,140.6805,0.0185,-0.0185,2454973.68,0.0185,-0.0185,0.0,,,,,,0.213,0.232,-0.213,6.264,0.564,-0.564,,,,36.7,4.4,-4.4,0.005552,0.000447,-0.000314,0.33386,0.18477,-0.15358,LS+MCMC,0.92,0.17,-0.13,0.1014,,,89.01,,,1058.0,,,296.42,148.26,-100.16,12.25,3.4,-3.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3077,0.344,q1_q17_dr25_koi,2.9493306,7.389698,9.8,2,126.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2794,Mandel and Agol (2002 ApJ 580 171),,,005/005613/005613330/dv/kplr005613330-20160209194854_dvr.pdf,005/005613/005613330/dv/kplr005613330-002-20160209194854_dvs.pdf,6188.0,110.0,-135.0,4.196,0.115,-0.126,0.44,0.05,-0.15,1.524,0.278,-0.228,1.33,0.1,-0.1,,,,q1_q17_dr25_stellar,289.77325,40.80072,13.31,13.666,13.238,13.157,13.058,12.235,11.959,11.903,0.0,19.318118,3.5e-05,40.80032,0.00039,-4.0,1.4,-1.4,1.4,0.000157,5.5e-05,5.4e-05,5.4e-05,0.2,1.3,0.56,0.59,0.59,0.68,0.2,1.4,0.49,0.64,0.55,0.88,K00649,multi,thin,0.0446,True,thin,0.0446,862,883,21,candidate_in_category_with_unpublished_final_rejections,1.497,6260.1,3.972,0.219,2.08,-0.786,-1.777,-1.791,2.05,6282.0,2.078,1.0,0.0,False,False,False,missing
3467,5613330,K00649.01,Kepler-635 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,23.44970494,7.193e-05,-7.193e-05,182.92295,0.0024,-0.0024,2455015.923,0.0024,-0.0024,0.0,,,,,,0.193,0.232,-0.193,8.6567,0.0766,-0.0766,,,,315.6,5.0,-5.0,0.016268,0.000342,-0.000231,0.30321,0.01485,-0.11063,LS+MCMC,2.71,0.49,-0.41,0.1764,,,89.46,,,802.0,,,97.94,49.0,-33.09,20.66,1.0,-1.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3077,0.344,q1_q17_dr25_koi,8.48974,43.83411,67.9,2,60.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6247,Mandel and Agol (2002 ApJ 580 171),,,005/005613/005613330/dv/kplr005613330-20160209194854_dvr.pdf,005/005613/005613330/dv/kplr005613330-001-20160209194854_dvs.pdf,6188.0,110.0,-135.0,4.196,0.115,-0.126,0.44,0.05,-0.15,1.524,0.278,-0.228,1.33,0.1,-0.1,,,,q1_q17_dr25_stellar,289.77325,40.80072,13.31,13.666,13.238,13.157,13.058,12.235,11.959,11.903,0.0,19.3182128,5.6e-06,40.800592,6.2e-05,-0.13,0.23,-0.46,0.22,6.5e-05,7.4e-05,0.000142,7.2e-05,-0.01,0.14,0.0,0.17,0.01,0.14,0.04,0.15,-0.03,0.17,0.05,0.15,K00649,multi,thin,0.0446,True,thin,0.0446,862,883,21,candidate_in_category_with_unpublished_final_rejections,1.497,6260.1,3.972,0.219,2.08,-0.786,-1.777,-1.791,2.05,6282.0,2.078,1.0,0.0,False,False,False,missing
349,11013201,K00972.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,LPP_ALT---CENT_SATURATED,7.82187328,2.242e-05,-2.242e-05,123.49907,0.00248,-0.00248,2454956.499,0.00248,-0.00248,0.0,,,,,,0.005,0.397,-0.005,3.8417,0.0707,-0.0707,,,,42.2,1.3,-1.3,0.006005,0.000172,-0.0001,1.18707,0.0734,-0.32452,LS+MCMC,2.78,0.15,-0.84,0.0975,,,89.98,,,2101.0,,,4601.71,836.19,-2569.52,15.658,0.968,-0.968,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2369,0.3715,q1_q17_dr25_koi,11.118767,20.88297,37.2,2,166.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8888,Mandel and Agol (2002 ApJ 580 171),,,011/011013/011013201/dv/kplr011013201-20160209194854_dvr.pdf,011/011013/011013201/dv/kplr011013201-002-20160209194854_dvs.pdf,7221.0,114.0,-171.0,3.488,0.272,-0.048,-0.18,0.15,-0.1,4.24,0.227,-1.284,2.018,0.029,-0.248,,,,q1_q17_dr25_stellar,282.00031,48.542221,9.275,9.265,9.278,9.392,9.493,8.816,8.765,8.736,,18.800049,2.7e-05,48.54236,0.0003,1.0,0.97,0.5,1.1,-2.6e-05,3.1e-05,,,-2.6,1.2,2.8,1.7,3.9,1.7,-4.7,1.2,3.0,1.8,5.6,1.7,K00972,multi,thin,0.0543,False,thin,0.0543,862,883,21,candidate_in_category_with_unpublished_final_rejections,1.559,7899.3,4.244,-0.181,1.557,-0.387,-1.483,-1.473,0.67,7200.0,1.648,0.0,0.0,False,False,False,missing
347,11013201,K00972.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.632,0,0,0,0,q1_q17_dr25_sup_koi,CENT_SATURATED,13.118962443,6.039e-06,-6.039e-06,261.539434,0.000329,-0.000329,2455094.539,0.000329,-0.000329,0.0,,,,,,0.042,0.271,-0.042,4.3045,0.0122,-0.0122,,,,372.2,1.5,-1.5,0.017826,0.000163,-5.8e-05,1.46058,0.00221,-0.33196,LS+MCMC,8.25,0.45,-2.5,0.1376,,,89.9,,,1768.0,,,2310.43,419.83,-1290.11,23.6858,0.0358,-0.0358,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2369,0.3715,q1_q17_dr25_koi,25.880836,182.40976,267.4,2,103.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8905,Mandel and Agol (2002 ApJ 580 171),,,011/011013/011013201/dv/kplr011013201-20160209194854_dvr.pdf,011/011013/011013201/dv/kplr011013201-001-20160209194854_dvs.pdf,7221.0,114.0,-171.0,3.488,0.272,-0.048,-0.18,0.15,-0.1,4.24,0.227,-1.284,2.018,0.029,-0.248,,,,q1_q17_dr25_stellar,282.00031,48.542221,9.275,9.265,9.278,9.392,9.493,8.816,8.765,8.736,,18.8000076,3.1e-06,48.542446,3.4e-05,-0.49,0.11,0.81,0.12,0.000238,4e-05,,,-3.41,0.96,3.9,1.3,5.2,1.5,-3.21,0.81,4.3,1.1,5.4,1.3,K00972,multi,thin,0.0543,False,thin,0.0543,862,883,21,candidate_in_category_with_unpublished_final_rejections,1.559,7899.3,4.244,-0.181,1.557,-0.387,-1.483,-1.473,0.67,7200.0,1.648,0.0,0.0,False,False,False,missing
934,3640905,K01221.01,Kepler-278 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,30.1599411,0.0001761,-0.0001761,138.51774,0.00484,-0.00484,2454971.518,0.00484,-0.00484,0.0,,,,,,0.802,0.021,-0.558,7.874,0.13,-0.13,,,,175.9,5.8,-5.8,0.013612,0.001892,-0.001655,0.12435,0.3576,-0.09355,LS+MCMC,4.54,0.3,-0.61,0.213,,,87.47,,,836.0,,,115.69,21.26,-35.56,18.15,8.7,-8.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1585,0.5703,q1_q17_dr25_koi,4.9868255,18.599192,32.3,2,44.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3745,Mandel and Agol (2002 ApJ 580 171),,,003/003640/003640905/dv/kplr003640905-20160209194854_dvr.pdf,003/003640/003640905/dv/kplr003640905-001-20160209194854_dvs.pdf,5010.0,51.0,-103.0,3.62,0.06,-0.055,0.24,0.1,-0.2,3.051,0.202,-0.404,1.414,0.099,-0.277,,,,q1_q17_dr25_stellar,290.10718,38.702229,11.584,12.328,11.497,11.265,11.126,10.047,9.581,9.465,0.0,19.3404709,6.2e-06,38.702383,8.3e-05,-0.33,0.26,0.55,0.3,-2.2e-05,4.6e-05,-0.000146,5.2e-05,0.32,0.26,0.21,0.31,0.39,0.28,0.38,0.26,0.4,0.3,0.55,0.29,K01221,multi,thin,0.1105,True,thin,0.1105,862,883,21,candidate_in_category_with_unpublished_final_rejections,1.379,5009.3,3.674,0.23,2.818,-1.218,-2.174,-2.081,3.4,5002.0,2.83,2.0,0.0,False,False,False,missing
935,3640905,K01221.02,Kepler-278 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.981,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,51.0771048,0.0005573,-0.0005573,152.35694,0.0079,-0.0079,2454985.357,0.0079,-0.0079,0.0,,,,,,0.498,0.011,-0.443,11.233,0.249,-0.249,,,,141.5,6.2,-6.2,0.010971,0.002331,-0.000422,0.20697,0.11024,-0.02365,LS+MCMC,3.66,0.24,-0.49,0.3027,,,89.07,,,702.0,,,57.28,10.53,-17.6,30.56,8.1,-8.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1585,0.5703,q1_q17_dr25_koi,5.042655,13.911419,24.1,2,24.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4778,Mandel and Agol (2002 ApJ 580 171),,,003/003640/003640905/dv/kplr003640905-20160209194854_dvr.pdf,003/003640/003640905/dv/kplr003640905-002-20160209194854_dvs.pdf,5010.0,51.0,-103.0,3.62,0.06,-0.055,0.24,0.1,-0.2,3.051,0.202,-0.404,1.414,0.099,-0.277,,,,q1_q17_dr25_stellar,290.10718,38.702229,11.584,12.328,11.497,11.265,11.126,10.047,9.581,9.465,0.573,19.3404728,9.2e-06,38.7022,0.00013,-0.25,0.39,-0.12,0.46,-3e-05,5.6e-05,-2.4e-05,6.6e-05,0.11,0.28,-1.31,0.44,1.31,0.44,0.17,0.28,-1.18,0.48,1.2,0.48,K01221,multi,thin,0.1105,True,thin,0.1105,862,883,21,candidate_in_category_with_unpublished_final_rejections,1.379,5009.3,3.674,0.23,2.818,-1.218,-2.174,-2.081,3.4,5002.0,2.83,2.0,0.0,False,False,False,missing
1192,7869917,K01525.01,Kepler-880 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.71467686,2.907e-05,-2.907e-05,133.55635,0.00331,-0.00331,2454966.556,0.00331,-0.00331,0.0,,,,,,0.899,0.029,-0.662,4.5871,0.0726,-0.0726,,,,233.9,7.6,-7.6,0.016382,0.000162,-0.002159,0.074,0.63679,-0.0302,LS+MCMC,4.65,0.93,-1.52,0.0915,,,81.59,,,1622.0,,,1636.72,987.17,-979.35,6.15,2.9,-2.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3299,0.2544,q1_q17_dr25_koi,5.1115084,31.662823,33.3,2,180.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3543,Mandel and Agol (2002 ApJ 580 171),,,007/007869/007869917/dv/kplr007869917-20160209194854_dvr.pdf,007/007869/007869917/dv/kplr007869917-001-20160209194854_dvs.pdf,6900.0,184.0,-204.0,3.843,0.259,-0.111,0.0,0.25,-0.3,2.599,0.523,-0.85,1.714,0.17,-0.316,,,,q1_q17_dr25_stellar,281.97125,43.672771,12.082,12.265,12.022,12.009,12.053,11.25,11.065,11.039,0.797,18.7980823,4.1e-06,43.672827,3.8e-05,-0.02,0.16,0.2,0.14,1.7e-05,3.5e-05,3e-06,3e-05,-0.06,0.13,0.15,0.19,0.16,0.19,0.02,0.14,0.4,0.2,0.4,0.19,K01525,multi,thin,0.0826,True,thin,0.0826,862,883,21,candidate_in_category_with_unpublished_final_rejections,1.409,6885.2,4.207,0.013,1.544,-0.422,-1.443,-1.463,1.12,6907.0,1.549,0.0,0.0,False,False,False,missing
5099,7869917,K01525.02,Kepler-880 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.981,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.8061737,0.0001518,-0.0001518,138.2641,0.0107,-0.0107,2454971.264,0.0107,-0.0107,0.0,,,,,,0.905,0.059,-0.711,4.472,0.261,-0.261,,,,88.1,9.4,-9.4,0.010108,0.001101,-0.001587,0.10161,1.17278,-0.08032,LS+MCMC,2.87,0.58,-0.94,0.1216,,,84.28,,,1407.0,,,926.72,558.94,-554.52,9.08,4.4,-4.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3299,0.2544,q1_q17_dr25_koi,3.748976,12.1275425,10.1,2,107.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.984,Mandel and Agol (2002 ApJ 580 171),,,007/007869/007869917/dv/kplr007869917-20160209194854_dvr.pdf,007/007869/007869917/dv/kplr007869917-002-20160209194854_dvs.pdf,6900.0,184.0,-204.0,3.843,0.259,-0.111,0.0,0.25,-0.3,2.599,0.523,-0.85,1.714,0.17,-0.316,,,,q1_q17_dr25_stellar,281.97125,43.672771,12.082,12.265,12.022,12.009,12.053,11.25,11.065,11.039,0.087,18.798068,1e-05,43.672832,9.3e-05,-0.59,0.39,0.22,0.34,7.1e-05,4.3e-05,-1e-06,3.7e-05,0.37,0.39,0.38,0.48,0.53,0.53,0.49,0.34,0.67,0.43,0.84,0.46,K01525,multi,thin,0.0826,True,thin,0.0826,862,883,21,candidate_in_category_with_unpublished_final_rejections,1.409,6885.2,4.207,0.013,1.544,-0.422,-1.443,-1.463,1.12,6907.0,1.549,0.0,0.0,False,False,False,missing
