rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_target,system,disk_published,p_thick_published,has_measured_velocity,disk,P_thick,paper_category_target,pre_visual_category_count,category_excess_before_visual_qc,paper_membership_status,berger_mass,berger_teff,berger_logg,berger_feh,berger_rad,rho_log,rho_log_upper,rho_log_lower,berger_age,berger2018_teff,berger2018_rad,berger2018_evol,berger2018_bin,archive_result_target_available,cloud_result_target_available,any_result_target_available,preferred_result_source
3383,4656049,K00629.01,Kepler-627 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,40.6992062,0.0001694,-0.0001694,172.57123,0.00301,-0.00301,2455005.571,0.00301,-0.00301,0.0,,,,,,0.854,0.053,-0.608,7.074,0.111,-0.111,,,,429.9,12.4,-12.4,0.021549,0.001433,-0.002409,0.17147,0.8022,-0.08035,LS+MCMC,3.2,0.86,-0.85,0.2327,,,88.02,,,685.0,,,52.05,40.82,-27.53,24.7,11.5,-11.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3025,0.2923,q1_q17_dr25_koi,7.084527,32.50293,38.5,1,34.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9798,Mandel and Agol (2002 ApJ 580 171),,,004/004656/004656049/dv/kplr004656049-20160209194854_dvr.pdf,004/004656/004656049/dv/kplr004656049-001-20160209194854_dvs.pdf,6419.0,175.0,-213.0,4.175,0.24,-0.16,-0.48,0.3,-0.3,1.362,0.362,-0.362,1.012,0.157,-0.115,,,,q1_q17_dr25_stellar,292.10428,39.76791,13.949,14.324,13.918,13.788,13.713,12.916,12.657,12.608,0.549,19.4736136,9.2e-06,39.76798,0.00011,-0.24,0.38,0.25,0.4,0.0001,0.00017,-6e-05,0.00017,0.65,0.34,-0.86,0.52,1.08,0.35,0.52,0.36,-0.64,0.56,0.82,0.36,K00629,single,thin,0.1007,False,thin,0.1007,1121,1121,0,category_count_exact_before_visual_qc,1.201,6618.5,4.302,-0.326,1.275,-0.244,-1.231,-1.244,1.58,6006.0,1.35,0.0,0.0,False,False,False,missing
3594,7124613,K00673.01,Kepler-642 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.41746257,1.92e-05,-1.92e-05,170.79073,0.00336,-0.00336,2455003.791,0.00336,-0.00336,0.0,,,,,,0.085,0.376,-0.085,2.965,0.104,-0.104,,,,291.0,15.0,-15.0,0.015765,0.000603,-0.000574,1.48848,0.11686,-0.58076,LS+MCMC,3.95,0.84,-1.25,0.0589,,,89.58,,,1810.0,,,2536.07,1550.12,-1485.81,11.537,0.906,-0.906,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.311,0.2938,q1_q17_dr25_koi,6.6631045,53.31734,22.6,1,304.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9592,Mandel and Agol (2002 ApJ 580 171),,,007/007124/007124613/dv/kplr007124613-20160209194854_dvr.pdf,007/007124/007124613/dv/kplr007124613-001-20160209194854_dvs.pdf,6570.0,156.0,-195.0,3.86,0.285,-0.114,-0.12,0.3,-0.25,2.297,0.485,-0.727,1.396,0.222,-0.247,,,,q1_q17_dr25_stellar,293.83456,42.624962,13.343,13.651,13.298,13.211,13.205,12.363,12.152,12.095,0.029,19.5889643,4e-06,42.624911,4.2e-05,-0.26,0.16,-0.18,0.15,8.3e-05,4.7e-05,1e-05,4.4e-05,0.08,0.14,0.063,0.094,0.11,0.12,0.1,0.14,-0.01,0.095,0.1,0.14,K00673,single,thin,0.0504,True,thin,0.0504,1121,1121,0,category_count_exact_before_visual_qc,1.278,6622.9,4.33,-0.064,1.278,-0.217,-1.436,-1.402,0.64,6380.0,1.295,0.0,0.0,False,False,False,missing
3390,7764367,K00685.01,Kepler-644 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.173914037,4.401e-06,-4.401e-06,170.92525,0.0011,-0.0011,2455003.925,0.0011,-0.0011,0.0,,,,,,0.819,0.065,-0.599,3.6069,0.0351,-0.0351,,,,303.0,4.6,-4.6,0.017772,6.6e-05,-0.001585,0.13513,0.42684,-0.05932,LS+MCMC,3.07,1.03,-0.76,0.0466,,,78.65,,,1655.0,,,1769.83,1734.1,-915.0,4.16,1.9,-1.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3168,0.2958,q1_q17_dr25_koi,5.6787224,54.85849,76.1,1,422.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2423,Mandel and Agol (2002 ApJ 580 171),,,007/007764/007764367/dv/kplr007764367-20160209194854_dvr.pdf,007/007764/007764367/dv/kplr007764367-001-20160209194854_dvs.pdf,6432.0,177.0,-243.0,4.164,0.18,-0.198,0.14,0.2,-0.3,1.584,0.527,-0.395,1.337,0.189,-0.23,,,,q1_q17_dr25_stellar,295.47574,43.493141,13.949,14.367,13.919,13.77,13.766,12.921,12.725,12.574,0.0,19.6983805,4.6e-06,43.493009,6.3e-05,-0.11,0.18,-0.47,0.23,-2.9e-05,5e-05,-0.000181,6.4e-05,0.09,0.12,0.14,0.11,0.16,0.13,-0.02,0.13,0.08,0.11,0.08,0.1,K00685,single,thin,0.0654,True,thin,0.0654,1121,1121,0,category_count_exact_before_visual_qc,1.375,6686.1,4.099,-0.08,1.727,-0.579,-1.536,-1.57,1.89,6540.0,1.775,0.0,2.0,False,False,False,missing
131,5651104,K00840.01,Kepler-695 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,3.04033046,3.37e-07,-3.37e-07,169.9490106,8.86e-05,-8.86e-05,2455002.949,8.86e-05,-8.86e-05,0.0,,,,,,0.736,0.013,-0.024,1.8411,0.0168,-0.0168,,,,10859.0,25.8,-25.8,0.104023,0.00047,-0.001431,2.31195,0.22911,-0.15635,LS+MCMC,8.99,0.8,-0.99,0.0374,,,85.95,,,1021.0,,,257.29,86.59,-76.86,10.41,1.0,-1.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1611,0.5575,q1_q17_dr25_koi,50.342957,653.36066,568.2,1,440.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2726,Mandel and Agol (2002 ApJ 580 171),,,005/005651/005651104/dv/kplr005651104-20160209194854_dvr.pdf,005/005651/005651104/dv/kplr005651104-001-20160209194854_dvs.pdf,5035.0,151.0,-151.0,4.519,0.084,-0.063,-0.06,0.3,-0.3,0.791,0.071,-0.087,0.754,0.095,-0.055,,,,q1_q17_dr25_stellar,299.3161,40.82238,15.028,15.823,14.978,14.687,14.505,13.514,13.016,12.922,0.0,19.95441782,5.1e-07,40.8222841,5.1e-06,0.483,0.021,-0.345,0.019,-0.00348,0.00076,0.00219,0.00098,0.243,0.071,-0.509,0.087,0.564,0.09,-0.01,0.068,0.115,0.068,0.116,0.068,K00840,single,thin,0.0485,False,thin,0.0485,1121,1121,0,category_count_exact_before_visual_qc,0.861,5248.5,4.335,0.172,1.039,-0.122,-1.112,-1.171,17.06,5029.0,1.103,0.0,3.0,False,False,False,missing
405,3114811,K01117.01,Kepler-774 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.08956602,4.397e-05,-4.397e-05,141.76142,0.00338,-0.00338,2454974.761,0.00338,-0.00338,0.0,,,,,,0.02,0.432,-0.02,6.2877,0.0965,-0.0965,,,,148.1,4.4,-4.4,0.011202,0.00034,-0.000212,0.38989,0.01584,-0.12631,LS+MCMC,3.51,0.36,-1.01,0.1114,,,89.92,,,1422.0,,,965.62,306.5,-510.73,13.634,0.554,-0.554,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3044,0.3135,q1_q17_dr25_koi,5.101904,24.66807,38.9,1,118.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.026,Mandel and Agol (2002 ApJ 580 171),,,003/003114/003114811/dv/kplr003114811-20160209194854_dvr.pdf,003/003114/003114811/dv/kplr003114811-001-20160209194854_dvs.pdf,6353.0,128.0,-115.0,3.698,0.248,-0.078,-0.1,0.15,-0.15,2.867,0.295,-0.826,1.497,0.172,-0.229,,,,q1_q17_dr25_stellar,291.03192,38.21196,12.808,13.093,12.769,12.686,12.695,11.902,11.652,11.64,0.582,19.4021202,6.3e-06,38.21188,9.8e-05,-0.36,0.27,-0.29,0.35,2.6e-05,4e-05,1.4e-05,5.2e-05,0.43,0.3,-0.22,0.26,0.49,0.29,0.33,0.3,-0.36,0.48,0.49,0.32,K01117,single,thin,0.1822,False,thin,0.1822,1121,1121,0,category_count_exact_before_visual_qc,1.43,6674.7,4.065,0.003,1.829,-0.638,-1.628,-1.684,1.78,6513.0,1.862,0.0,0.0,False,False,False,missing
583,10295951,K01154.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.871,0,0,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---PLANET_OCCULT_ALT---HAS_SEC_TCE,6.810823723,1.014e-06,-1.014e-06,136.04667,0.000115,-0.000115,2454969.047,0.000115,-0.000115,0.0,,,,,,0.57,0.011,-0.01,7.98574,0.00861,-0.00861,,,,14447.0,12.0,-12.0,0.114797,0.000239,-1.7e-05,0.10154,0.00224,-0.00275,LS+MCMC,26.06,6.36,-9.53,0.0798,,,84.8,,,1626.0,,,1656.16,1245.3,-1094.83,6.291,0.139,-0.139,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3287,0.2412,q1_q17_dr25_koi,384.02817,2688.337,1441.9,1,160.0,1.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.31,Mandel and Agol (2002 ApJ 580 171),,,010/010295/010295951/dv/kplr010295951-20160209194854_dvr.pdf,010/010295/010295951/dv/kplr010295951-001-20160209194854_dvs.pdf,7226.0,228.0,-304.0,3.967,0.315,-0.135,-0.4,0.3,-0.3,2.079,0.507,-0.76,1.461,0.204,-0.306,,,,q1_q17_dr25_stellar,299.10281,47.377781,12.628,12.796,12.572,12.541,12.542,11.768,11.61,11.548,0.0,19.940189437,8e-08,47.37779511,7.9e-07,0.0525,0.0029,0.0544,0.0029,0.00038,0.00021,0.0002,0.00031,-0.006,0.067,-0.005,0.067,0.008,0.067,-0.01,0.067,-0.001,0.067,0.011,0.068,K01154,single,thin,0.0448,False,thin,0.0448,1121,1121,0,category_count_exact_before_visual_qc,2.11,7639.9,3.727,-0.023,3.268,-1.23,-2.083,-2.156,0.74,7221.0,3.417,0.0,0.0,False,False,False,missing
723,10854768,K01309.01,Kepler-812 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.1171684,2.722e-05,-2.722e-05,137.44489,0.00213,-0.00213,2454970.445,0.00213,-0.00213,0.0,,,,,,0.296,0.16,-0.296,4.6677,0.0684,-0.0684,,,,288.7,6.6,-6.6,0.015702,0.000323,-0.000371,0.77147,0.16217,-0.17297,LS+MCMC,3.07,0.56,-0.67,0.1024,,,88.95,,,1163.0,,,433.41,201.94,-182.93,16.1,3.4,-3.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3061,0.3279,q1_q17_dr25_koi,5.367586,36.0002,50.6,1,130.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1888,Mandel and Agol (2002 ApJ 580 171),,,010/010854/010854768/dv/kplr010854768-20160209194854_dvr.pdf,010/010854/010854768/dv/kplr010854768-001-20160209194854_dvs.pdf,6306.0,81.0,-81.0,4.077,0.174,-0.116,0.24,0.15,-0.15,1.792,0.323,-0.394,1.399,0.113,-0.126,,,,q1_q17_dr25_stellar,288.85529,48.208542,13.832,14.013,13.772,13.727,13.755,13.006,12.755,12.832,0.001,19.257015,7.3e-06,48.208413,6.9e-05,-0.13,0.26,-0.46,0.25,7.4e-05,7.6e-05,0.000137,7.1e-05,-0.17,0.12,-0.07,0.19,0.18,0.14,-0.12,0.12,-0.01,0.19,0.12,0.12,K01309,single,thin,0.0487,False,thin,0.0487,1121,1121,0,category_count_exact_before_visual_qc,1.417,6951.9,4.144,-0.084,1.661,-0.517,-1.454,-1.531,1.44,6312.0,1.762,1.0,0.0,False,False,False,missing
1303,5039228,K01597.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_CROWDED,7.79668781,2.065e-05,-2.065e-05,134.42081,0.0022,-0.0022,2454967.421,0.0022,-0.0022,0.0,,,,,,0.005,0.426,-0.005,4.6699,0.0639,-0.0639,,,,361.3,8.7,-8.7,0.017502,0.000452,-0.000256,0.68226,0.00143,-0.25753,LS+MCMC,2.44,0.49,-0.13,0.0848,,,89.98,,,1116.0,,,366.42,199.97,-65.89,12.9909,0.0272,-0.0272,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3155,0.3031,q1_q17_dr25_koi,8.3653965,51.74379,48.5,1,171.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3531,Mandel and Agol (2002 ApJ 580 171),,,005/005039/005039228/dv/kplr005039228-20160209194854_dvr.pdf,005/005039/005039228/dv/kplr005039228-001-20160209194854_dvs.pdf,6521.0,117.0,-143.0,4.352,0.025,-0.136,0.21,0.15,-0.15,1.276,0.255,-0.068,1.334,0.095,-0.086,,,,q1_q17_dr25_stellar,298.36884,40.173424,12.681,12.882,12.617,12.598,,11.583,11.409,11.321,0.0,19.8912577,2.8e-06,40.17332,4.2e-05,0.05,0.12,-0.37,0.15,-0.000154,4.3e-05,-0.000183,5.7e-05,6.6,1.1,9.9,1.5,11.9,1.8,0.06,0.13,-0.22,0.15,0.22,0.15,K01597,single,thin,0.0479,True,thin,0.0479,1121,1121,0,category_count_exact_before_visual_qc,1.541,6802.0,4.157,0.251,1.709,-0.516,-1.519,-1.538,0.88,6543.0,1.751,0.0,0.0,False,False,False,missing
1079,7287683,K01622.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.855,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,69.8347983,0.0003061,-0.0003061,168.78436,0.00372,-0.00372,2455001.784,0.00372,-0.00372,0.0,,,,,,0.672,0.233,-0.417,8.262,0.108,-0.108,,,,266.6,6.6,-6.6,0.01588,0.00185,-0.000638,0.46244,0.60661,-0.04028,LS+MCMC,3.51,0.92,-0.76,0.4019,,,89.22,,,765.0,,,80.97,63.22,-38.95,49.2,21.5,-21.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3299,0.2374,q1_q17_dr25_koi,10.4856205,33.151352,46.8,1,19.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5547,Mandel and Agol (2002 ApJ 580 171),,,007/007287/007287683/dv/kplr007287683-20160209194854_dvr.pdf,007/007287/007287683/dv/kplr007287683-001-20160209194854_dvs.pdf,7732.0,214.0,-322.0,4.075,0.135,-0.165,0.07,0.15,-0.35,2.022,0.533,-0.436,1.774,0.181,-0.294,,,,q1_q17_dr25_stellar,293.54889,42.888859,12.02,12.112,11.989,12.033,12.089,11.389,11.296,11.242,0.0,19.5699214,6.4e-06,42.888647,6.8e-05,-0.21,0.25,-0.77,0.25,5.9e-05,6.2e-05,0.000243,6e-05,-0.18,0.23,-0.05,0.33,0.19,0.24,-0.12,0.2,-0.04,0.34,0.13,0.21,K01622,single,thin,0.0517,False,thin,0.0517,1121,1121,0,category_count_exact_before_visual_qc,1.744,7751.7,4.12,0.018,1.897,-0.6,-1.549,-1.63,0.68,7730.0,1.906,0.0,0.0,False,False,False,missing
1634,5621125,K01814.01,Kepler-959 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,14.80075082,4.039e-05,-4.039e-05,132.82179,0.00229,-0.00229,2454965.822,0.00229,-0.00229,0.0,,,,,,0.367,0.076,-0.367,5.762,0.0741,-0.0741,,,,501.4,10.6,-10.6,0.020773,0.000303,-0.000539,0.5652,0.17599,-0.06261,LS+MCMC,17.38,3.36,-6.24,0.1633,,,88.88,,,1912.0,,,3158.09,2258.59,-2193.8,18.71,5.8,-5.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3215,0.3232,q1_q17_dr25_koi,10.021543,63.108162,54.0,1,94.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7801,Mandel and Agol (2002 ApJ 580 171),,,005/005621/005621125/dv/kplr005621125-20160209194854_dvr.pdf,005/005621/005621125/dv/kplr005621125-001-20160209194854_dvs.pdf,6327.0,301.0,-452.0,3.092,0.287,-0.123,0.56,0.05,-0.15,7.663,1.482,-2.752,2.646,0.247,-0.534,,,,q1_q17_dr25_stellar,292.17117,40.811378,12.538,12.708,12.481,12.453,12.493,11.757,11.601,11.544,0.0,19.4780783,2.4e-06,40.81139,2.1e-05,0.012,0.1,0.035,0.075,0.00013,5e-05,2.9e-05,3.9e-05,0.17,0.12,-0.01,0.19,0.17,0.12,0.25,0.12,0.03,0.21,0.26,0.13,K01814,single,thin,0.1337,True,thin,0.1337,1121,1121,0,category_count_exact_before_visual_qc,1.42,6805.7,4.149,0.011,1.656,-0.511,-1.489,-1.554,1.44,6375.0,1.727,0.0,0.0,False,False,False,missing
1478,9763348,K01852.01,Kepler-982 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,15.77382794,8.038e-05,-8.038e-05,137.53051,0.00408,-0.00408,2454970.531,0.00408,-0.00408,0.0,,,,,,0.035,0.419,-0.035,4.957,0.115,-0.115,,,,313.6,12.1,-12.1,0.016277,0.000585,-0.000394,1.14507,0.08254,-0.40825,LS+MCMC,2.72,0.52,-0.51,0.1291,,,89.92,,,955.0,,,196.14,104.29,-76.29,24.7,1.8,-1.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.303,0.3166,q1_q17_dr25_koi,5.981702,34.133038,30.4,1,86.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0233,Mandel and Agol (2002 ApJ 580 171),,,009/009763/009763348/dv/kplr009763348-20160209194854_dvr.pdf,009/009763/009763348/dv/kplr009763348-001-20160209194854_dvs.pdf,6283.0,126.0,-113.0,4.129,0.168,-0.112,-0.06,0.15,-0.15,1.531,0.29,-0.29,1.15,0.135,-0.09,,,,q1_q17_dr25_stellar,288.41769,46.590431,13.205,13.753,13.148,12.97,,12.203,11.957,11.895,0.43,19.2278524,5.2e-06,46.590424,4.8e-05,0.26,0.19,-0.03,0.17,-5.2e-05,6.1e-05,2e-05,5.5e-05,0.32,0.14,-0.1,0.23,0.34,0.14,0.35,0.14,0.01,0.2,0.35,0.14,K01852,single,thin,0.0567,True,thin,0.0567,1121,1121,0,category_count_exact_before_visual_qc,1.259,6600.8,4.233,-0.192,1.413,-0.357,-1.337,-1.375,1.89,6333.0,1.462,0.0,0.0,False,False,False,missing
1661,9549648,K01886.01,Kepler-999 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.99185827,1.095e-05,-1.095e-05,136.88244,0.00154,-0.00154,2454969.882,0.00154,-0.00154,0.0,,,,,,0.905,0.017,-0.637,1.7215,0.0462,-0.0462,,,,186.3,6.9,-6.9,0.014875,0.000147,-0.002182,0.97256,9.6587,-0.1984,LS+MCMC,2.75,0.49,-0.59,0.0681,,,85.77,,,1355.0,,,796.76,398.64,-345.22,12.27,6.1,-6.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.305,0.3201,q1_q17_dr25_koi,6.325864,36.45288,32.1,1,223.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0767,Mandel and Agol (2002 ApJ 580 171),,,009/009549/009549648/dv/kplr009549648-20160209194854_dvr.pdf,009/009549/009549648/dv/kplr009549648-001-20160209194854_dvs.pdf,6157.0,124.0,-124.0,4.049,0.188,-0.101,-0.02,0.15,-0.15,1.695,0.3,-0.366,1.173,0.143,-0.117,,,,q1_q17_dr25_stellar,299.66046,46.198421,12.239,12.595,12.2,12.087,12.068,11.165,10.947,10.916,0.299,19.9773625,8.7e-06,46.198406,7.3e-05,-0.06,0.33,-0.05,0.26,2.8e-05,6e-05,3.7e-05,4.8e-05,-0.13,0.19,-0.01,0.21,0.14,0.19,-0.11,0.18,0.11,0.28,0.16,0.23,K01886,single,thin,0.1952,True,thin,0.1952,1121,1121,0,category_count_exact_before_visual_qc,1.384,6730.2,4.213,0.063,1.521,-0.409,-1.444,-1.485,1.23,6201.0,1.608,1.0,0.0,False,False,False,missing
1501,7755636,K01921.01,Kepler-1015 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,16.00496657,5.331e-05,-5.331e-05,135.25305,0.00283,-0.00283,2454968.253,0.00283,-0.00283,0.0,,,,,,0.013,0.426,-0.012,6.5047,0.0847,-0.0847,,,,377.5,9.0,-9.0,0.017862,0.000485,-0.000254,0.51784,0.00021,-0.19922,LS+MCMC,3.71,0.76,-1.04,0.1396,,,89.96,,,1040.0,,,276.53,142.05,-141.18,19.14032,0.00776,-0.00776,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3168,0.2958,q1_q17_dr25_koi,5.9957867,34.956825,49.8,1,84.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8718,Mandel and Agol (2002 ApJ 580 171),,,007/007755/007755636/dv/kplr007755636-20160209194854_dvr.pdf,007/007755/007755636/dv/kplr007755636-001-20160209194854_dvs.pdf,6384.0,70.0,-89.0,4.029,0.24,-0.129,0.12,0.15,-0.2,1.904,0.388,-0.534,1.412,0.134,-0.201,,,,q1_q17_dr25_stellar,292.75732,43.42691,12.818,13.074,12.77,12.708,12.726,11.887,11.713,11.684,0.101,19.5171511,3.3e-06,43.426832,3.4e-05,-0.14,0.13,-0.28,0.12,7.4e-05,5e-05,7e-06,4.8e-05,0.07,0.14,0.03,0.16,0.08,0.14,0.12,0.15,-0.2,0.17,0.23,0.19,K01921,single,thin,0.1042,True,thin,0.1042,1121,1121,0,category_count_exact_before_visual_qc,1.368,6795.2,4.265,0.024,1.421,-0.327,-1.528,-1.48,0.86,6443.0,1.472,0.0,0.0,False,False,False,missing
1551,5631630,K02010.01,Kepler-1051 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.879,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,25.96190067,9.616e-05,-9.616e-05,138.96908,0.00303,-0.00303,2454971.969,0.00303,-0.00303,0.0,,,,,,0.02,0.399,-0.02,6.2732,0.0941,-0.0941,,,,350.3,10.5,-10.5,0.017211,0.000523,-0.000256,0.93345,0.05316,-0.25184,LS+MCMC,3.25,0.59,-0.73,0.1891,,,89.96,,,850.0,,,123.11,57.42,-52.63,32.16,1.8,-1.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3052,0.3236,q1_q17_dr25_koi,7.560566,26.849998,37.5,1,43.0,1.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.5893,Mandel and Agol (2002 ApJ 580 171),,,005/005631/005631630/dv/kplr005631630-20160209194854_dvr.pdf,005/005631/005631630/dv/kplr005631630-001-20160209194854_dvs.pdf,6369.0,77.0,-83.0,4.088,0.174,-0.116,0.06,0.15,-0.15,1.729,0.315,-0.386,1.337,0.123,-0.148,,,,q1_q17_dr25_stellar,295.15811,40.898849,13.2,13.421,13.127,13.054,13.04,12.221,11.993,12.01,0.001,19.6771931,7.7e-06,40.8991,0.00014,-0.55,0.31,0.9,0.5,-0.00014,0.00012,0.00033,0.00019,0.58,0.52,-0.5,1.0,0.8,1.0,-1.03,0.49,0.91,0.89,1.38,0.93,K02010,single,thin,0.0448,False,thin,0.0448,1121,1121,0,category_count_exact_before_visual_qc,1.343,6782.2,4.281,-0.014,1.385,-0.3,-1.432,-1.416,0.81,6417.0,1.433,0.0,0.0,False,False,False,missing
