target_index,koi_target,kepid,disk,system,P_thick,missing_planets,missing_kepoi_names,min_missing_period,max_missing_period,max_missing_snr,target_sample_planets,all_kepoi_names,min_period,max_period,max_snr
296,K00858,6599919,thin,single,0.0417532139598718,1,K00858.01,13.61014819,13.61014819,184.1,1,K00858.01,13.61014819,13.61014819,184.1
297,K00871,7031517,thin,single,0.034808236261343,1,K00871.01,12.940668656,12.940668656,307.5,1,K00871.01,12.940668656,12.940668656,307.5
298,K00873,7118364,thin,single,0.0451023564088164,1,K00873.01,4.347288783,4.347288783,39.7,1,K00873.01,4.347288783,4.347288783,39.7
299,K00893,7685981,thin,single,0.0316732998245558,1,K00893.01,4.40841331,4.40841331,45.1,1,K00893.01,4.40841331,4.40841331,45.1
300,K00940,9479273,thin,single,0.0591585570742272,1,K00940.01,6.104849417,6.104849417,293.7,1,K00940.01,6.104849417,6.104849417,293.7
301,K01030,2574338,thin,single,0.0301971263573458,1,K01030.01,9.22961384,9.22961384,19.3,1,K01030.01,9.22961384,9.22961384,19.3
302,K01081,10149023,thin,single,0.3384325905455139,1,K01081.01,9.95639775,9.95639775,32.9,1,K01081.01,9.95639775,9.95639775,32.9
303,K01103,2860866,thin,single,0.1160274983916025,1,K01103.01,90.1240507,90.1240507,57.9,1,K01103.01,90.1240507,90.1240507,57.9
304,K01115,3116412,thin,single,0.1780223471072109,1,K01115.01,12.99204853,12.99204853,38.7,1,K01115.01,12.99204853,12.99204853,38.7
305,K01205,3869014,thin,single,0.0724265006336275,1,K01205.01,8.63847391,8.63847391,38.6,1,K01205.01,8.63847391,8.63847391,38.6
306,K01216,3839488,thin,single,0.2002154654321033,1,K01216.01,11.13127159,11.13127159,36.8,1,K01216.01,11.13127159,11.13127159,36.8
307,K01220,4043190,thin,single,0.0434139469805692,1,K01220.01,6.40087137,6.40087137,24.4,1,K01220.01,6.40087137,6.40087137,24.4
308,K01250,8620565,thin,single,0.0370969774111868,1,K01250.02,1.213672208,1.213672208,24.8,1,K01250.02,1.213672208,1.213672208,24.8
309,K01255,8494263,thin,single,0.0598017702325983,1,K01255.01,78.9257421,78.9257421,85.2,1,K01255.01,78.9257421,78.9257421,85.2
310,K01282,8822366,thin,single,0.3427303651510169,1,K01282.01,30.8639476,30.8639476,63.0,1,K01282.01,30.8639476,30.8639476,63.0
311,K01299,10864656,thin,single,0.3722015100563553,1,K01299.01,52.5008645,52.5008645,116.2,1,K01299.01,52.5008645,52.5008645,116.2
312,K01303,10867062,thin,single,0.0774355629181165,1,K01303.01,34.2966363,34.2966363,66.7,1,K01303.01,34.2966363,34.2966363,66.7
313,K01312,10963242,thin,single,0.0525910995962098,1,K01312.01,6.1469956,6.1469956,25.8,1,K01312.01,6.1469956,6.1469956,25.8
314,K01314,10585852,thin,single,0.0468988261609834,1,K01314.01,8.57504983,8.57504983,36.9,1,K01314.01,8.57504983,8.57504983,36.9
315,K01339,4135665,thin,single,0.0437458700103889,1,K01339.01,4.16811839,4.16811839,26.7,1,K01339.01,4.16811839,4.16811839,26.7
316,K01395,8935810,thin,single,0.2083129410252182,1,K01395.01,6.230335,6.230335,31.6,1,K01395.01,6.230335,6.230335,31.6
317,K01412,8950853,thin,single,0.0278214312094469,1,K01412.01,37.8145252,37.8145252,57.9,1,K01412.01,37.8145252,37.8145252,57.9
318,K01438,11193263,thin,single,0.0846137305558166,1,K01438.01,6.91134223,6.91134223,44.0,1,K01438.01,6.91134223,6.91134223,44.0
319,K01444,11043167,thin,single,0.0343498436496594,1,K01444.01,44.9306706,44.9306706,33.8,1,K01444.01,44.9306706,44.9306706,33.8
320,K01455,4760746,thin,single,0.0254852927114953,1,K01455.01,15.068060768,15.068060768,282.8,1,K01455.01,15.068060768,15.068060768,282.8
321,K01456,7832356,thin,single,0.0591543179837934,1,K01456.01,7.886632468,7.886632468,392.3,1,K01456.01,7.886632468,7.886632468,392.3
322,K01465,11702948,thin,single,0.0252097664309163,1,K01465.01,9.771462706,9.771462706,215.0,1,K01465.01,9.771462706,9.771462706,215.0
323,K01474,12365184,thin,single,0.0442744291595893,1,K01474.01,69.72646639,69.72646639,300.7,1,K01474.01,69.72646639,69.72646639,300.7
324,K01553,7951018,thin,single,0.0336511121550459,1,K01553.01,52.75878505,52.75878505,265.4,1,K01553.01,52.75878505,52.75878505,265.4
325,K01564,5184584,thin,single,0.0521914342073012,1,K01564.01,53.44944498,53.44944498,119.5,1,K01564.01,53.44944498,53.44944498,119.5
326,K01587,9932970,thin,single,0.0674345366530697,1,K01587.01,52.971584,52.971584,51.4,1,K01587.01,52.971584,52.971584,51.4
