target_index,koi_target,kepid,disk,system,P_thick,missing_planets,missing_kepoi_names,min_missing_period,max_missing_period,max_missing_snr,target_sample_planets,all_kepoi_names,min_period,max_period,max_snr
482,K05040,4135912,thin,single,0.0319491511366551,1,K05040.01,29.6094263,29.6094263,10.8,1,K05040.01,29.6094263,29.6094263,10.8
483,K05079,4737848,thin,single,0.0294616557290859,1,K05079.01,56.001782,56.001782,7.2,1,K05079.01,56.001782,56.001782,7.2
484,K05083,4750962,thin,single,0.025554372037136,1,K05083.01,69.932459,69.932459,8.4,1,K05083.01,69.932459,69.932459,8.4
485,K05149,5283728,thin,single,0.0325605064185636,1,K05149.01,43.681309,43.681309,9.8,1,K05149.01,43.681309,43.681309,9.8
486,K05192,5697395,thin,single,0.0271725989211573,1,K05192.01,50.55398,50.55398,7.9,1,K05192.01,50.55398,50.55398,7.9
487,K05219,5981058,thin,single,0.0950601552062841,1,K05219.01,27.765596,27.765596,14.2,1,K05219.01,27.765596,27.765596,14.2
488,K05231,6045404,thin,single,0.0796068996794042,1,K05231.01,78.876125,78.876125,8.1,1,K05231.01,78.876125,78.876125,8.1
489,K05267,6350031,thin,single,0.0304930398754297,1,K05267.01,5.1779065,5.1779065,9.5,1,K05267.01,5.1779065,5.1779065,9.5
490,K05274,6366559,thin,single,0.2388556105359789,1,K05274.01,55.7583803,55.7583803,9.0,1,K05274.01,55.7583803,55.7583803,9.0
491,K05283,6442735,thin,single,0.0360787668751503,1,K05283.01,18.7821603,18.7821603,9.8,1,K05283.01,18.7821603,18.7821603,9.8
492,K05287,6509282,thin,single,0.3937130025037723,1,K05287.01,3.98916186,3.98916186,16.3,1,K05287.01,3.98916186,3.98916186,16.3
493,K05308,6634112,thin,single,0.0239472062779101,1,K05308.01,9.942228056,9.942228056,1073.3,1,K05308.01,9.942228056,9.942228056,1073.3
494,K05322,6756369,thin,single,0.0256146281883657,1,K05322.01,30.928898,30.928898,8.5,1,K05322.01,30.928898,30.928898,8.5
495,K05359,7130612,thin,single,0.0291473472543152,1,K05359.01,2.7200197,2.7200197,8.5,1,K05359.01,2.7200197,2.7200197,8.5
496,K05360,7132462,thin,single,0.168494207412178,1,K05360.01,54.595746,54.595746,8.7,1,K05360.01,54.595746,54.595746,8.7
497,K05371,7204233,thin,single,0.0289894533490065,1,K05371.01,33.3037881,33.3037881,8.1,1,K05371.01,33.3037881,33.3037881,8.1
498,K05459,8009811,thin,single,0.1273243901655776,1,K05459.01,53.554546,53.554546,8.9,1,K05459.01,53.554546,53.554546,8.9
499,K05472,8076215,thin,single,0.2269781327671245,1,K05472.01,97.5137491,97.5137491,9.1,1,K05472.01,97.5137491,97.5137491,9.1
500,K05479,8125917,thin,single,0.0248365330114129,1,K05479.01,18.347081,18.347081,11.6,1,K05479.01,18.347081,18.347081,11.6
501,K05487,8223445,thin,single,0.0244905933706068,1,K05487.01,48.8130123,48.8130123,8.8,1,K05487.01,48.8130123,48.8130123,8.8
502,K05509,8378278,thin,single,0.1665701545764824,1,K05509.01,28.406342,28.406342,5.4,1,K05509.01,28.406342,28.406342,5.4
503,K05572,8807988,thin,single,0.0418277740914335,1,K05572.01,21.9578446,21.9578446,6.7,1,K05572.01,21.9578446,21.9578446,6.7
504,K05600,9018021,thin,single,0.3555703265970011,1,K05600.01,17.168095,17.168095,8.1,1,K05600.01,17.168095,17.168095,8.1
505,K05608,9073549,thin,single,0.054012236635988,1,K05608.01,87.565484,87.565484,6.7,1,K05608.01,87.565484,87.565484,6.7
506,K05685,9481235,thin,single,0.027908372023079,1,K05685.01,14.0019064,14.0019064,11.6,1,K05685.01,14.0019064,14.0019064,11.6
507,K05719,9839030,thin,single,0.1728969595570735,1,K05719.01,27.285315,27.285315,9.6,1,K05719.01,27.285315,27.285315,9.6
508,K05727,9881660,thin,single,0.0862336885456868,1,K05727.01,65.3558881,65.3558881,9.6,1,K05727.01,65.3558881,65.3558881,9.6
509,K05745,9962595,thin,single,0.2660298364087674,1,K05745.01,11.374442708,11.374442708,643.6,1,K05745.01,11.374442708,11.374442708,643.6
510,K05772,10186761,thin,single,0.074436859970933,1,K05772.01,75.636309,75.636309,6.0,1,K05772.01,75.636309,75.636309,6.0
511,K05787,10339000,thin,single,0.3626122163336137,1,K05787.01,69.775633,69.775633,9.7,1,K05787.01,69.775633,69.775633,9.7
512,K05816,10656842,thin,single,0.1184288163717859,1,K05816.01,82.508054,82.508054,11.4,1,K05816.01,82.508054,82.508054,11.4
513,K05834,10855545,thin,single,0.0338181699564455,1,K05834.01,37.537859,37.537859,8.2,1,K05834.01,37.537859,37.537859,8.2
514,K05842,10933306,thin,single,0.0271129424818997,1,K05842.01,57.7749373,57.7749373,10.4,1,K05842.01,57.7749373,57.7749373,10.4
515,K05863,11080702,thin,single,0.0342646300207111,1,K05863.01,8.67237968,8.67237968,12.3,1,K05863.01,8.67237968,8.67237968,12.3
516,K05864,11082795,thin,single,0.492553791370333,1,K05864.01,35.9216912,35.9216912,5.6,1,K05864.01,35.9216912,35.9216912,5.6
517,K05879,11198419,thin,single,0.0560731217201812,1,K05879.01,88.523517,88.523517,7.7,1,K05879.01,88.523517,88.523517,7.7
518,K05898,11444974,thin,single,0.0253795556175922,1,K05898.01,76.37924,76.37924,5.7,1,K05898.01,76.37924,76.37924,5.7
519,K05899,11446961,thin,single,0.1266164533984209,1,K05899.01,58.669218,58.669218,10.0,1,K05899.01,58.669218,58.669218,10.0
520,K05910,11520465,thin,single,0.1048755581975601,1,K05910.01,91.240335,91.240335,5.7,1,K05910.01,91.240335,91.240335,5.7
521,K05918,11601633,thin,single,0.045414366786292,1,K05918.01,94.67782,94.67782,5.9,1,K05918.01,94.67782,94.67782,5.9
522,K05934,11811382,thin,single,0.1321525181117409,1,K05934.01,19.3854894,19.3854894,2.7,1,K05934.01,19.3854894,19.3854894,2.7
523,K05940,11905398,thin,single,0.1629280851266832,1,K05940.01,24.7967294,24.7967294,13.8,1,K05940.01,24.7967294,24.7967294,13.8
524,K05945,11959893,thin,single,0.1138921399761663,1,K05945.01,40.7282314,40.7282314,19.4,1,K05945.01,40.7282314,40.7282314,19.4
525,K05954,12105086,thin,single,0.0299024033171822,1,K05954.01,73.908995,73.908995,7.0,1,K05954.01,73.908995,73.908995,7.0
526,K05968,12402588,thin,single,0.0473789931632161,1,K05968.01,97.942437,97.942437,7.8,1,K05968.01,97.942437,97.942437,7.8
527,K06085,11404644,thin,single,0.0250233713596084,1,K06085.01,5.902596818,5.902596818,533.9,1,K06085.01,5.902596818,5.902596818,533.9
528,K06172,8163784,thin,single,0.0341594017566945,1,K06172.01,31.8134892,31.8134892,5.2,1,K06172.01,31.8134892,31.8134892,5.2
529,K06188,8822421,thin,single,0.0251149616365839,1,K06188.01,1.645319649,1.645319649,11.8,1,K06188.01,1.645319649,1.645319649,11.8
530,K06194,9145861,thin,single,0.4986363145285992,1,K06194.01,42.294739,42.294739,25.2,1,K06194.01,42.294739,42.294739,25.2
531,K06195,9153823,thin,single,0.0995262748454639,1,K06195.01,1.444486083,1.444486083,12.0,1,K06195.01,1.444486083,1.444486083,12.0
532,K06217,10200627,thin,single,0.0480976097329666,1,K06217.01,7.7016694,7.7016694,17.8,1,K06217.01,7.7016694,7.7016694,17.8
533,K06233,10989274,thin,single,0.0503759459248364,1,K06233.01,16.17803,16.17803,6.0,1,K06233.01,16.17803,16.17803,6.0
534,K06263,2301068,thin,single,0.2471371436181404,1,K06263.01,8.60965352,8.60965352,9.9,1,K06263.01,8.60965352,8.60965352,9.9
535,K06301,2994092,thin,single,0.0719510560285705,1,K06301.01,50.271927,50.271927,9.3,1,K06301.01,50.271927,50.271927,9.3
536,K06318,3249334,thin,single,0.1486638526755034,1,K06318.01,5.90260586,5.90260586,8.2,1,K06318.01,5.90260586,5.90260586,8.2
537,K06353,3733638,thin,single,0.0371911461764018,1,K06353.01,10.0714369,10.0714369,10.8,1,K06353.01,10.0714369,10.0714369,10.8
538,K06409,4372620,thin,single,0.3285779149167176,1,K06409.01,19.9310602,19.9310602,14.2,1,K06409.01,19.9310602,19.9310602,14.2
539,K06449,4760959,thin,single,0.0455707585028943,1,K06449.01,29.9315174,29.9315174,5.6,1,K06449.01,29.9315174,29.9315174,5.6
540,K06484,4995716,thin,single,0.3639080920017897,1,K06484.01,16.1191449,16.1191449,8.2,1,K06484.01,16.1191449,16.1191449,8.2
541,K06511,5083138,thin,single,0.4382021927428023,1,K06511.01,27.122801,27.122801,8.1,1,K06511.01,27.122801,27.122801,8.1
542,K06601,5597361,thin,single,0.0248346155312305,1,K06601.01,17.9925973,17.9925973,8.7,1,K06601.01,17.9925973,17.9925973,8.7
543,K06617,5702770,thin,single,0.0315569871326151,1,K06617.01,8.0018897,8.0018897,9.8,1,K06617.01,8.0018897,8.0018897,9.8
544,K06618,5706592,thin,single,0.0356692811206906,1,K06618.01,8.6040858,8.6040858,6.4,1,K06618.01,8.6040858,8.6040858,6.4
545,K06653,6045093,thin,single,0.0634871677905898,1,K06653.01,28.2682167,28.2682167,6.0,1,K06653.01,28.2682167,28.2682167,6.0
546,K06733,6584278,thin,single,0.0588480155093026,1,K06733.01,1.28940823,1.28940823,10.3,1,K06733.01,1.28940823,1.28940823,10.3
547,K06774,6842345,thin,single,0.089979692037687,1,K06774.01,17.3816224,17.3816224,1149.7,1,K06774.01,17.3816224,17.3816224,1149.7
548,K06781,6864706,thin,single,0.0350718316585763,1,K06781.01,14.5909249,14.5909249,6.3,1,K06781.01,14.5909249,14.5909249,6.3
549,K06819,7103300,thin,single,0.1635691370674108,1,K06819.01,3.226232203,3.226232203,9.9,1,K06819.01,3.226232203,3.226232203,9.9
550,K06954,8016692,thin,single,0.0308171208869146,1,K06954.01,6.613671,6.613671,10.2,1,K06954.01,6.613671,6.613671,10.2
551,K06957,8042644,thin,single,0.0501784908496647,1,K06957.01,1.48062814,1.48062814,10.3,1,K06957.01,1.48062814,1.48062814,10.3
552,K06985,8180290,thin,single,0.0291673045623136,1,K06985.01,10.9279755,10.9279755,7.3,1,K06985.01,10.9279755,10.9279755,7.3
553,K07041,8443812,thin,single,0.0280439587885869,1,K07041.01,8.3613732,8.3613732,9.5,1,K07041.01,8.3613732,8.3613732,9.5
554,K07074,8686442,thin,single,0.1588379000417595,1,K07074.01,26.8552365,26.8552365,6.7,1,K07074.01,26.8552365,26.8552365,6.7
555,K07093,8807057,thin,single,0.2213615189066713,1,K07093.01,97.991569,97.991569,9.0,1,K07093.01,97.991569,97.991569,9.0
556,K07133,9099773,thin,single,0.1241912799987812,1,K07133.01,82.78482,82.78482,8.4,1,K07133.01,82.78482,82.78482,8.4
557,K07148,9221627,thin,single,0.0490758898710403,1,K07148.01,1.7613778,1.7613778,10.5,1,K07148.01,1.7613778,1.7613778,10.5
558,K07162,9340411,thin,single,0.052652394244079,1,K07162.01,5.1581317,5.1581317,13.0,1,K07162.01,5.1581317,5.1581317,13.0
559,K07195,9588862,thin,single,0.0399119765164761,1,K07195.01,5.89773974,5.89773974,8.1,1,K07195.01,5.89773974,5.89773974,8.1
560,K07199,9596892,thin,single,0.0389228245055595,1,K07199.01,20.2944118,20.2944118,5.6,1,K07199.01,20.2944118,20.2944118,5.6
561,K07208,9639106,thin,single,0.040686888477307,1,K07208.01,3.57944367,3.57944367,8.5,1,K07208.01,3.57944367,3.57944367,8.5
562,K07236,9837013,thin,single,0.0296640695011245,1,K07236.01,14.461834,14.461834,9.0,1,K07236.01,14.461834,14.461834,9.0
563,K07264,9959093,thin,single,0.045361871344743,1,K07264.01,19.1644498,19.1644498,8.9,1,K07264.01,19.1644498,19.1644498,8.9
564,K07282,10070479,thin,single,0.0400763286960534,1,K07282.01,1.758599866,1.758599866,11.9,1,K07282.01,1.758599866,1.758599866,11.9
565,K07359,10665749,thin,single,0.0479570612538372,1,K07359.01,4.237447181,4.237447181,11.1,1,K07359.01,4.237447181,4.237447181,11.1
566,K07370,10751908,thin,single,0.0254627142457801,1,K07370.01,4.48538145,4.48538145,8.2,1,K07370.01,4.48538145,4.48538145,8.2
567,K07380,10848097,thin,single,0.2055532000781909,1,K07380.01,15.9474242,15.9474242,6.5,1,K07380.01,15.9474242,15.9474242,6.5
568,K07383,10866969,thin,single,0.0247339783810798,1,K07383.01,50.0122,50.0122,8.3,1,K07383.01,50.0122,50.0122,8.3
569,K07430,11282568,thin,single,0.1956358678327632,1,K07430.01,1.320499473,1.320499473,12.0,1,K07430.01,1.320499473,1.320499473,12.0
570,K07449,11495989,thin,single,0.054190075507142,1,K07449.01,1.322475635,1.322475635,53.9,1,K07449.01,1.322475635,1.322475635,53.9
571,K07484,11854636,thin,single,0.0317935538164695,1,K07484.01,37.0200232,37.0200232,6.6,1,K07484.01,37.0200232,37.0200232,6.6
572,K07506,12016243,thin,single,0.254578682723699,1,K07506.01,11.8436119,11.8436119,10.4,1,K07506.01,11.8436119,11.8436119,10.4
573,K07535,12458817,thin,single,0.2010220092995648,1,K07535.01,15.09984259,15.09984259,6.7,1,K07535.01,15.09984259,15.09984259,6.7
574,K07558,5271090,thin,single,0.0433204736021966,1,K07558.01,10.1551587,10.1551587,6.8,1,K07558.01,10.1551587,10.1551587,6.8
575,K07628,2299738,thin,single,0.0347338736093286,1,K07628.01,1.8134378,1.8134378,19.1,1,K07628.01,1.8134378,1.8134378,19.1
576,K07668,3762750,thin,single,0.035407014016115,1,K07668.01,2.5093344,2.5093344,8.4,1,K07668.01,2.5093344,2.5093344,8.4
577,K07670,3848083,thin,single,0.0262327848855135,1,K07670.01,8.4795266,8.4795266,8.0,1,K07670.01,8.4795266,8.4795266,8.0
578,K07687,4252671,thin,single,0.0331103750139897,1,K07687.01,23.266633,23.266633,11.4,1,K07687.01,23.266633,23.266633,11.4
579,K07704,4742452,thin,single,0.0251537876302,1,K07704.01,5.4398033,5.4398033,8.4,1,K07704.01,5.4398033,5.4398033,8.4
580,K07706,4762283,thin,single,0.0262719420457508,1,K07706.01,42.049523793,42.049523793,5.1,1,K07706.01,42.049523793,42.049523793,5.1
581,K07775,6278670,thin,single,0.4933582703243092,1,K07775.01,89.945828,89.945828,6.6,1,K07775.01,89.945828,89.945828,6.6
582,K07863,8107150,thin,single,0.0254537346376355,1,K07863.01,5.2449156,5.2449156,11.7,1,K07863.01,5.2449156,5.2449156,11.7
583,K07882,8364232,thin,single,0.0275864495358273,1,K07882.01,65.415183,65.415183,8.9,1,K07882.01,65.415183,65.415183,8.9
584,K07925,9099607,thin,single,0.0348375619017381,1,K07925.01,4.6318914,4.6318914,9.2,1,K07925.01,4.6318914,4.6318914,9.2
585,K07986,10128825,thin,single,0.0655378068522522,1,K07986.01,1.73984941,1.73984941,10.6,1,K07986.01,1.73984941,1.73984941,10.6
586,K08007,10403228,thin,single,0.076848932803311,1,K08007.01,67.176626864,67.176626864,5.9,1,K08007.01,67.176626864,67.176626864,5.9
587,K08026,10536241,thin,single,0.1572318557799237,1,K08026.01,7.7529342,7.7529342,9.2,1,K08026.01,7.7529342,7.7529342,9.2
588,K08055,11453349,thin,single,0.0390958823926295,1,K08055.01,4.40660737,4.40660737,8.1,1,K08055.01,4.40660737,4.40660737,8.1
589,K08068,11904835,thin,single,0.0364232722437644,1,K08068.01,9.4640413,9.4640413,9.4,1,K08068.01,9.4640413,9.4640413,9.4
590,K08122,6507334,thin,single,0.0659987095061291,1,K08122.01,54.753883835,54.753883835,0.9,1,K08122.01,54.753883835,54.753883835,0.9
591,K08223,11446424,thin,single,0.0544845722412661,1,K08223.01,66.716453,66.716453,8.1,1,K08223.01,66.716453,66.716453,8.1
